target_id	length	eff_length	est_counts	tpm
gene-A1S_0292	552	372.768	637	893.856
gene-A1S_0293	294	115.056	10	45.463
gene-A1S_0296	834	654.768	1	0.798876
gene-A1S_0297	1068	888.768	166	97.6982
gene-A1S_0298	504	324.768	29	46.708
gene-A1S_0299	654	474.768	14	15.4246
gene-A1S_0300	366	186.806	0	0
gene-A1S_0301	558	378.768	2	2.762
gene-A1S_0302	645	465.768	8	8.98436
gene-A1S_0303	447	267.768	6	11.7209
gene-A1S_0304	2979	2799.77	23	4.29707
gene-A1S_0305	1098	918.768	310	176.491
gene-A1S_0308	783	603.768	37	32.0552
gene-A1S_0309	438	258.768	2	4.04284
gene-A1S_0310	1728	1548.77	20	6.75477
gene-A1S_0311	684	504.768	7	7.25392
gene-A1S_0312	588	408.768	47	60.1434
gene-A1S_0315	495	315.768	13	21.5349
gene-A1S_0316	510	330.768	7	11.0698
gene-A1S_0317	2022	1842.77	7	1.98698
gene-A1S_0318	945	765.768	5	3.41538
gene-A1S_0319	387	207.794	42	105.726
gene-A1S_0320	507	327.768	117	186.718
gene-A1S_0321	1680	1500.77	62	21.6095
gene-A1S_0322	1236	1056.77	14	6.92971
gene-A1S_0323	246	70.8052	49	361.991
gene-A1S_0324	681	501.768	31	32.3166
gene-A1S_0325	768	588.768	7	6.219
gene-A1S_0326	426	246.768	7	14.838
gene-A1S_0327	744	564.768	15	13.8927
gene-A1S_0328	1131	951.768	7	3.8471
gene-A1S_0329	1632	1452.77	6	2.16034
gene-A1S_0330	741	561.768	70	65.179
gene-A1S_0331	330	150.828	24	83.2329
id-A1S_0332	85	38.3	4	54.6296
id-A1S_0333	77	34.1667	6.36364	97.4248
gene-A1S_0334	474	294.768	33	58.5599
gene-A1S_0335	1257	1077.77	287	139.291
gene-A1S_0338	300	120.962	44	190.269
gene-A1S_0339	348	168.828	6	18.5897
gene-A1S_0340	453	273.768	18	34.3919
gene-A1S_0341	1518	1338.77	43	16.8008
gene-A1S_0342	276	97.7406	17	90.9789
gene-A1S_0343	2691	2511.77	139	28.9469
gene-A1S_0344	1263	1083.77	44	21.2365
gene-A1S_0345	1380	1200.77	30	13.0686
gene-A1S_0346	681	501.768	15	15.6371
gene-A1S_0347	1137	957.768	20	10.9229
gene-A1S_0348	1497	1317.77	61	24.2135
gene-A1S_0349	567	387.768	22	29.6768
gene-A1S_0350	948	768.768	105	71.4432
gene-A1S_0351	591	411.768	11	13.9736
gene-A1S_0352	1293	1113.77	28	13.1501
gene-A1S_0353	369	189.806	51	140.549
gene-A1S_0354	2736	2556.77	31	6.34216
gene-A1S_0355	570	390.768	7	9.37013
gene-A1S_0356	396	216.768	3	7.23924
gene-A1S_0357	2994	2814.77	28	5.20334
gene-A1S_0358	1551	1371.77	13	4.95712
gene-A1S_0359	1206	1026.77	4	2.03777
gene-A1S_0360	270	92.1972	522	2961.55
gene-A1S_0361	1989	1809.77	390	112.722
gene-A1S_0362	1026	846.768	15	9.26603
gene-A1S_0363	246	70.8052	14	103.426
gene-A1S_0364	825	645.768	141	114.211
gene-A1S_0365	567	387.768	7	9.44263
gene-A1S_0366	771	591.768	98	86.6246
gene-A1S_0367	1683	1503.77	62	21.5664
gene-A1S_0368	1950	1770.77	30	8.86189
gene-A1S_0369	1002	822.768	29	18.4369
gene-A1S_0370	549	369.768	65	91.9498
gene-A1S_0371	297	117.999	21	93.091
gene-A1S_0372	237	63.402	9	74.2517
gene-A1S_0373	1254	1074.77	21	10.2205
gene-A1S_0374	240	65.7963	7	55.6497
gene-A1S_0375	705	525.768	46	45.7647
gene-A1S_0376	258	81.3282	21	135.066
gene-A1S_0378	1098	918.768	175	99.632
gene-A1S_0379	546	366.768	20	28.5237
gene-A1S_0380	771	591.768	22	19.4463
gene-A1S_0381	942	762.768	5	3.42882
gene-A1S_0382	786	606.768	19	16.3794
gene-A1S_0383	561	381.768	21	28.7731
gene-A1S_0385	195	32.9298	5.70437	90.6119
gene-A1S_0384	99	43.12	1.29563	15.717
gene-A1S_0386	450	270.768	6	11.591
gene-A1S_0387	1158	978.768	4	2.1377
gene-A1S_0388	411	231.768	37	83.5055
gene-A1S_0389	330	150.828	2	6.93608
gene-A1S_0390	333	153.828	27	91.8109
gene-A1S_0391	255	78.6901	6	39.8839
gene-A1S_0392	1113	933.768	30	16.8054
gene-A1S_0393	972	792.768	0	0
gene-A1S_0394	981	801.768	3	1.95722
gene-A1S_0395	1236	1056.77	32	15.8393
gene-A1S_0396	417	237.768	2	4.3999
gene-A1S_0397	975	795.768	14	9.20255
gene-A1S_0398	585	405.768	0	0
gene-A1S_0399	606	426.768	4	4.90269
id-A1S_0400	76	33.1667	2	31.5424
id-A1S_0401	76	33.1667	2	31.5424
gene-A1S_0402	1842	1662.77	23	7.23541
gene-A1S_0403	3126	2946.77	280	49.7026
gene-A1S_0406	513	333.768	14	21.9407
gene-A1S_0407	621	441.768	6	7.10434
gene-A1S_0408	495	315.768	43	71.2307
gene-A1S_0409	492	312.768	19	31.7759
gene-A1S_0410	660	480.768	11	11.9681
gene-A1S_0411	891	711.768	23	16.9027
gene-A1S_0412	2046	1866.77	260	72.8534
gene-A1S_0413	2211	2031.77	103	26.5173
gene-A1S_0414	444	264.768	89	175.829
gene-A1S_0415	537	357.768	9	13.1585
gene-A1S_0416	861	681.768	13	9.97409
gene-A1S_0417	1434	1254.77	43	17.9255
gene-A1S_0418	648	468.768	9	10.0427
gene-A1S_0419	510	330.768	87	137.582
gene-A1S_0420	1080	900.768	72	41.8106
gene-A1S_0421	222	51.6309	41	415.375
gene-A1S_0422	771	591.768	70	61.8747
gene-A1S_0423	618	438.768	13	15.498
gene-A1S_0424	906	726.768	51	36.7063
gene-A1S_0425	1035	855.768	3	1.83372
gene-A1S_0426	1242	1062.77	14	6.89059
gene-A1S_0427	1119	939.768	115	64.0094
gene-A1S_0428	981	801.768	16	10.4385
gene-A1S_0429	1128	948.768	181	99.7896
gene-A1S_0430	996	816.768	14	8.96595
gene-A1S_0431	843	663.768	7	5.51631
gene-A1S_0432	585	405.768	23	29.6495
gene-A1S_0433	1704	1524.77	27	9.26247
gene-A1S_0434	246	70.8052	2	14.7751
gene-A1S_0435	231	58.6006	0	0
gene-A1S_0436	756	576.768	9	8.16222
gene-A1S_0437	312	132.871	5	19.6838
gene-A1S_0438	348	168.828	39	120.833
gene-A1S_0439	2367	2187.77	229	54.7521
gene-A1S_0440	660	480.768	5	5.44003
gene-A1S_0441	417	237.768	19	41.7991
gene-A1S_0442	1980	1800.77	18	5.22855
gene-A1S_0443	261	83.9611	2	12.46
gene-A1S_0444	357	177.828	36	105.893
gene-A1S_0445	279	100.576	109	566.888
gene-A1S_0446	1515	1335.77	50	19.5797
gene-A1S_0447	156	13.6909	10	382.062
gene-A1S_0448	237	63.402	419	3456.83
gene-A1S_0449	1230	1050.77	80	39.8245
gene-A1S_0450	516	336.768	5	7.76615
gene-A1S_0451	708	528.768	22	21.7633
gene-A1S_0452	510	330.768	25	39.5351
gene-A1S_0453	552	372.768	142	199.258
gene-A1S_0454	369	189.806	24	66.1406
gene-A1S_0455	363	183.806	46	130.908
gene-A1S_0456	873	693.768	14	10.5555
gene-A1S_0457	471	291.768	7	12.5495
gene-A1S_0458	744	564.768	35	32.4164
gene-A1S_0459	258	81.3282	6	38.5902
gene-A1S_0460	747	567.768	52	47.907
gene-A1S_0461	741	561.768	15	13.9669
gene-A1S_0462	2052	1872.77	4	1.11723
gene-A1S_0463	2100	1920.77	12	3.26793
gene-A1S_0464	711	531.768	3	2.95098
gene-A1S_0465	438	258.768	2	4.04284
gene-A1S_0466	219	49.4192	3	31.7535
gene-A1S_0467	741	561.768	8	7.44903
gene-A1S_0468	525	345.768	15	22.692
gene-A1S_0469	543	363.768	154	221.443
gene-A1S_0470	501	321.768	66	107.292
gene-A1S_0471	1056	876.768	34	20.2843
gene-A1S_0472	1662	1482.77	257	90.6623
gene-A1S_0473	624	444.768	13	15.2889
gene-A1S_0474	2211	2031.77	37	9.52564
gene-A1S_0475	1071	891.768	294	172.45
gene-A1S_0476	468	288.768	222	402.134
gene-A1S_0477	1095	915.768	379	216.481
gene-A1S_0478	582	402.768	18	23.3768
gene-A1S_0479	180	24.2857	3	64.6157
gene-A1S_0480	1431	1251.77	183	76.4705
gene-A1S_0481	2082	1902.77	265	72.8495
gene-A1S_0482	1263	1083.77	191	92.1858
gene-A1S_0483	1692	1512.77	342	118.255
gene-A1S_0484	576	396.768	105	138.427
gene-A1S_0485	1278	1098.77	227	108.065
gene-A1S_0486	387	207.794	85	213.97
gene-A1S_0489	1098	918.768	168	95.6467
gene-A1S_0490	1179	999.768	25	13.08
gene-A1S_0491	771	591.768	8	7.0714
gene-A1S_0492	933	753.768	39	27.0641
gene-A1S_0493	2118	1938.77	285	76.8928
gene-A1S_0494	609	429.768	4	4.86847
gene-A1S_0495	474	294.768	10	17.7454
gene-A1S_0496	408	228.768	15	34.2975
gene-A1S_0497	213	45.0151	11	127.821
gene-A1S_0498	318	138.846	210	791.141
gene-A1S_0499	1131	951.768	73	40.1198
gene-A1S_0500	579	399.768	30	39.2536
gene-A1S_0501	645	465.768	41	46.0448
gene-A1S_0502	1023	843.768	67	41.5354
gene-A1S_0503	1200	1020.77	106	54.3182
gene-A1S_0504	633	453.768	65	74.9284
gene-A1S_0505	1014	834.768	180	112.791
gene-A1S_0506	1200	1020.77	41	21.0099
gene-A1S_0507	537	357.768	8	11.6965
gene-A1S_0508	588	408.768	12	15.3558
gene-A1S_0509	129	11.791	4	177.449
gene-A1S_0510	207	40.9055	8	102.3
gene-A1S_0511	516	336.768	4	6.21292
gene-A1S_0512	1533	1353.77	21	8.11413
gene-A1S_0513	525	345.768	12	18.1536
gene-A1S_0514	864	684.768	2	1.52775
gene-A1S_0515	1365	1185.77	14	6.17583
gene-A1S_0517	381	201.794	6.42857	16.6638
gene-A1S_0516	381	201.794	2.57143	6.66551
gene-A1S_0518	585	405.768	15	19.3366
gene-A1S_0519	2139	1959.77	39	10.4094
gene-A1S_0520	1137	957.768	12	6.55372
gene-A1S_0521	483	303.768	9	15.4977
gene-A1S_0522	1035	855.768	11	6.72362
gene-A1S_0523	384	204.794	7	17.8792
gene-A1S_0524	555	375.768	25	34.8006
gene-A1S_0525	1122	942.768	41	22.7481
gene-A1S_0526	435	255.768	60	122.708
gene-A1S_0527	495	315.768	0	0
gene-A1S_0528	459	279.768	80	149.575
gene-A1S_0529	258	81.3282	30	192.951
gene-A1S_0530	282	103.407	47	237.747
gene-A1S_0531	768	588.768	10	8.88429
gene-A1S_0532	567	387.768	14	18.8853
gene-A1S_0533	672	492.768	299	317.392
gene-A1S_0534	804	624.768	136	113.864
gene-A1S_0535	1407	1227.77	27	11.5031
gene-A1S_0536	1839	1659.77	30	9.45455
gene-A1S_0537	249	73.3741	2	14.2579
gene-A1S_0538	867	687.768	38	28.9007
gene-A1S_0539	990	810.768	7	4.51615
gene-A1S_0540	525	345.768	54	81.6913
gene-A1S_0541	717	537.768	76	73.924
gene-A1S_0542	1473	1293.77	124	50.134
gene-A1S_0543	1557	1377.77	240	91.1175
gene-A1S_0544	435	255.768	56	114.527
gene-A1S_0545	789	609.768	314	269.359
gene-A1S_0546	1974	1794.77	36	10.4921
gene-A1S_0547	393	213.781	3	7.34038
gene-A1S_0548	540	360.768	45	65.2456
gene-A1S_0549	810	630.768	112	92.8785
gene-A1S_0550	2682	2502.77	157	32.813
gene-A1S_0551	1470	1290.77	44	17.8308
gene-A1S_0552	798	618.768	34	28.7421
gene-A1S_0553	828	648.768	16	12.9002
gene-A1S_0554	1506	1326.77	53	20.8953
gene-A1S_0555	477	297.768	4	7.02666
gene-A1S_0556	828	648.768	46	37.0881
gene-A1S_0557	747	567.768	10	9.21289
gene-A1S_0558	2487	2307.77	504	114.237
gene-A1S_0559	663	483.768	13	14.0564
gene-A1S_0560	786	606.768	5	4.31037
gene-A1S_0561	474	294.768	34	60.3344
gene-A1S_0562	957	777.768	12	8.07045
gene-A1S_0563	978	798.768	10	6.54856
gene-A1S_0564	408	228.768	1	2.2865
gene-A1S_0565	927	747.768	4	2.79808
gene-A1S_0566	858	678.768	50	38.5315
gene-A1S_0567	225	53.925	13	126.101
gene-A1S_0568	1338	1158.77	58	26.1817
gene-A1S_0569	738	558.768	19	17.7864
gene-A1S_0570	402	222.768	110	258.289
gene-A1S_0571	597	417.768	66	82.6372
gene-A1S_0572	867	687.768	27	20.5347
gene-A1S_0573	714	534.768	17	16.6284
gene-A1S_0574	2721	2541.77	47	9.67228
gene-A1S_0575	741	561.768	37	34.4518
gene-A1S_0576	684	504.768	10	10.3627
gene-A1S_0579	2073	1893.77	222	61.3187
gene-A1S_0580	534	354.768	5	7.37212
gene-A1S_0581	738	558.768	4	3.74451
gene-A1S_0582	363	183.806	2	5.69163
gene-A1S_0583	1332	1152.77	86	39.0232
gene-A1S_0584	354	174.828	9	26.9276
gene-A1S_0585	399	219.768	46	109.486
gene-A1S_0586	219	49.4192	21	222.275
gene-A1S_0587	762	582.768	37	33.2103
gene-A1S_0588	852	672.768	44	34.2101
gene-A1S_0589	270	92.1972	33	187.225
gene-A1S_0590	444	264.768	25	49.3902
gene-A1S_0591	1389	1209.77	83	35.8875
gene-A1S_0592	1650	1470.77	223	79.3099
gene-A1S_0593	270	92.1972	112	635.429
gene-A1S_0594	558	378.768	36	49.716
gene-A1S_0595	306	126.894	0	0
gene-A1S_0596	1011	831.768	12	7.5465
gene-A1S_0597	360	180.828	424	1226.5
gene-A1S_0598	318	138.846	6	22.604
gene-A1S_0599	402	222.768	6	14.0885
gene-A1S_0600	570	390.768	11	14.7245
gene-A1S_0601	843	663.768	48	37.8261
gene-A1S_0602	2304	2124.77	316	77.7933
gene-A1S_0603	273	94.9484	197	1085.29
gene-A1S_0606	327	147.828	144	509.532
gene-A1S_0607	1476	1296.77	139	56.0685
gene-A1S_0608	675	495.768	244	257.441
gene-A1S_0609	1284	1104.77	22	10.4164
gene-A1S_0610	783	603.768	31	26.8571
gene-A1S_0611	495	315.768	21	34.7871
gene-A1S_0612	2640	2460.77	85	18.0682
gene-A1S_0613	2592	2412.77	32	6.93747
gene-A1S_0614	681	501.768	22	22.9344
gene-A1S_0615	717	537.768	41	39.88
gene-A1S_0616	1203	1023.77	39	19.9264
gene-A1S_0617	318	138.846	15	56.5101
gene-A1S_0618	303	123.933	2	8.44134
gene-A1S_0619	765	585.768	40	35.7191
gene-A1S_0620	522	342.768	57	86.9844
gene-A1S_0621	798	618.768	44	37.1956
gene-A1S_0622	627	447.768	34	39.7185
gene-A1S_0623	2013	1833.77	12	3.42297
gene-A1S_0624	636	456.768	11	12.5969
gene-A1S_0625	438	258.768	1	2.02142
gene-A1S_0626	642	462.768	6	6.78195
gene-A1S_0627	1245	1065.77	30	14.724
gene-A1S_0628	1017	837.768	93.5031	58.3807
gene-A1S_0629	4380	4200.77	16	1.99232
gene-A1S_0630	990	810.768	13	8.38713
