target_id	length	eff_length	est_counts	tpm
gene-A1S_0103	705	533.98	4	20.5381
gene-A1S_0104	1416	1244.98	0	0
gene-A1S_0105	1002	830.98	3	9.89818
gene-A1S_0106	567	395.98	1	6.92391
gene-A1S_0107	930	758.98	17	61.4106
gene-A1S_0108	1284	1112.98	1	2.46341
gene-A1S_0109	390	218.98	18	225.368
gene-A1S_0110	366	194.98	0	0
gene-A1S_0111	597	425.98	0	0
gene-A1S_0112	1725	1553.98	58	102.331
gene-A1S_0113	1626	1454.98	80	150.75
gene-A1S_0114	261	91.8432	7	208.966
gene-A1S_0115	3846	3674.98	230	171.592
gene-A1S_0116	3471	3299.98	176	146.227
gene-A1S_0117	1194	1022.98	32	85.7645
gene-A1S_0118	1746	1574.98	34	59.1873
gene-A1S_0119	597	425.98	0	0
id-A1S_0120	76	27.8	0.333333	32.8745
id-A1S_0121	76	27.8	0.333333	32.8745
gene-A1S_0122	309	138.018	0	0
gene-A1S_0123	360	188.98	0	0
gene-A1S_0124	627	455.98	0	0
gene-A1S_0125	390	218.98	3	37.5614
gene-A1S_0126	465	293.98	2	18.6525
gene-A1S_0127	519	347.98	5	39.3949
gene-A1S_0128	288	117.34	0	0
gene-A1S_0129	1167	995.98	12	33.0336
gene-A1S_0130	1458	1286.98	11	23.434
gene-A1S_0131	657	485.98	0	0
gene-A1S_0132	429	257.98	0	0
gene-A1S_0133	306	135.018	0	0
gene-A1S_0134	801	629.98	2	8.70418
gene-A1S_0135	267	97.5449	3	84.3222
gene-A1S_0136	669	497.98	0	0
gene-A1S_0137	510	338.98	0	0
gene-A1S_0140	1698	1526.98	16	28.7284
gene-A1S_0141	663	491.98	6	33.4371
gene-A1S_0142	546	374.98	0	0
gene-A1S_0143	726	554.98	3	14.8207
gene-A1S_0144	558	386.98	1	7.08494
gene-A1S_0145	465	293.98	0	0
gene-A1S_0146	630	458.98	0	0
gene-A1S_0147	333	161.98	14	236.969
gene-A1S_0148	801	629.98	101.812	443.096
gene-A1S_0149	126	11.2139	7.1877	1757.34
gene-A1S_0150	204	43.8804	82	5123.51
gene-A1S_0151	408	236.98	104	1203.22
gene-A1S_0152	438	266.98	26	267.005
gene-A1S_0153	1545	1373.98	204	407.075
gene-A1S_0154	870	698.98	112	439.317
gene-A1S_0155	1395	1223.98	222	497.283
gene-A1S_0156	357	185.98	45	663.393
gene-A1S_0157	423	251.98	13	141.45
gene-A1S_0158	546	374.98	0	0
gene-A1S_0159	546	374.98	4	29.2467
gene-A1S_0160	603	431.98	1	6.34689
gene-A1S_0161	1017	845.98	5	16.2045
gene-A1S_0162	540	368.98	0	0
gene-A1S_0163	303	132.052	0	0
gene-A1S_0164	360	188.98	0	0
gene-A1S_0165	516	344.98	1	7.9475
gene-A1S_0166	1089	917.98	0	0
gene-A1S_0167	1089	917.98	0	0
gene-A1S_0168	429	257.98	6	63.7661
gene-A1S_0169	303	132.052	5	103.812
gene-A1S_0170	1830	1658.98	0	0
gene-A1S_0171	207	46.2061	1	59.337
gene-A1S_0172	1056	884.98	0	0
gene-A1S_0173	408	236.98	0	0
id-A1S_r01	1529	1357.98	39706.4	80166.3
id-A1S_0174	77	27.4762	6.25	623.661
id-A1S_0175	76	27.8	0	0
id-A1S_r02	2903	2731.98	88672.4	88988.9
id-A1S_r03	134	11.3623	44.5	10737.9
gene-A1S_0176	432	260.98	0	0
gene-A1S_0177	768	596.98	1	4.59267
gene-A1S_0178	498	326.98	0	0
gene-A1S_0179	489	317.98	0	0
gene-A1S_0180	426	254.98	0	0
gene-A1S_0181	405	233.98	0	0
gene-A1S_0182	990	818.98	0	0
gene-A1S_0183	2283	2111.98	3	3.89454
gene-A1S_0184	456	284.98	2	19.2416
gene-A1S_0185	312	141.018	1	19.4424
gene-A1S_0186	891	719.98	4	15.2323
gene-A1S_0187	687	515.98	0	0
gene-A1S_0188	1314	1142.98	2	4.79751
gene-A1S_0189	429	257.98	1	10.6277
gene-A1S_0190	1419	1247.98	15	32.954
gene-A1S_0191	369	197.98	0	0
gene-A1S_0192	600	428.98	0	0
gene-A1S_0193	1239	1067.98	0	0
gene-A1S_0198	384	212.98	7	90.1122
gene-A1S_0199	363	191.98	4	57.1253
gene-A1S_0200	393	221.98	4	49.405
gene-A1S_0201	1275	1103.98	17	42.2194
gene-A1S_0202	765	593.98	3	13.8476
gene-A1S_0203	666	494.98	0	0
gene-A1S_0204	744	572.98	0	0
gene-A1S_0205	1293	1121.98	0	0
gene-A1S_0207	453	281.98	19	184.74
gene-A1S_0208	963	791.98	7	24.2331
gene-A1S_0209	738	566.98	26	125.728
gene-A1S_0210	1089	917.98	6	17.9202
gene-A1S_0211	801	629.98	0	0
gene-A1S_0212	1011	839.98	0	0
gene-A1S_0213	1170	998.98	0	0
gene-A1S_0214	750	578.98	1	4.73545
gene-A1S_0215	1296	1124.98	1	2.43714
gene-A1S_0217	201	41.8089	0	0
gene-A1S_0218	294	123.193	13	289.323
gene-A1S_0219	1155	983.98	0	0
gene-A1S_0220	318	146.98	0	0
gene-A1S_0221	867	695.98	0	0
gene-A1S_0222	1086	914.98	4	11.986
gene-A1S_0223	660	488.98	1	5.60704
gene-A1S_0224	219	55.9587	0	0
gene-A1S_0225	555	383.98	0	0
gene-A1S_0226	288	117.34	0	0
gene-A1S_0227	1284	1112.98	8	19.7073
gene-A1S_0228	1026	854.98	2	6.41356
gene-A1S_0229	801	629.98	5	21.7605
gene-A1S_0230	1428	1256.98	2	4.36241
gene-A1S_0231	1041	869.98	0	0
gene-A1S_0232	513	341.98	0	0
gene-A1S_0233	204	43.8804	0	0
gene-A1S_0234	447	275.98	0	0
gene-A1S_0235	1275	1103.98	0	0
gene-A1S_0236	579	407.98	13	87.3633
gene-A1S_0237	768	596.98	47	215.855
gene-A1S_0238	1140	968.98	33	93.3736
gene-A1S_0239	1302	1130.98	37	89.6957
gene-A1S_0240	540	368.98	2	14.8611
gene-A1S_0241	753	581.98	3	14.1331
gene-A1S_0242	264	94.646	0	0
gene-A1S_0243	1689	1517.98	14	25.2864
gene-A1S_0244	222	58.3633	0	0
gene-A1S_0245	1308	1136.98	5	12.0571
gene-A1S_0246	1059	887.98	14	43.2265
gene-A1S_0247	765	593.98	0	0
gene-A1S_0248	447	275.98	6	59.6071
gene-A1S_0249	714	542.98	5	25.2471
gene-A1S_0250	471	299.98	0	0
gene-A1S_0251	1743	1571.98	2	3.48825
gene-A1S_0252	930	758.98	0	0
gene-A1S_0253	465	293.98	0	0
gene-A1S_0254	771	599.98	4	18.2788
gene-A1S_0255	1191	1019.98	3	8.06407
gene-A1S_0256	642	470.98	2	11.6427
gene-A1S_0257	231	65.8534	0	0
gene-A1S_0258	114	15.9304	0	0
gene-A1S_0259	1035	863.98	5	15.8669
gene-A1S_0260	885	713.98	0	0
gene-A1S_0261	675	503.98	0	0
gene-A1S_0262	681	509.98	5	26.8808
gene-A1S_0263	567	395.98	0	0
gene-A1S_0264	510	338.98	0	0
gene-A1S_0265	219	55.9587	0	0
gene-A1S_0266	1113	941.98	2	5.82121
gene-A1S_0267	384	212.98	0	0
gene-A1S_0268	327	155.98	33	580.055
gene-A1S_0269	744	572.98	0	0
gene-A1S_0270	693	521.98	0	0
gene-A1S_0271	2004	1832.98	14	20.9409
gene-A1S_0272	564	392.98	8	55.8141
gene-A1S_0273	579	407.98	3	20.1608
gene-A1S_0274	1314	1142.98	4	9.59503
id-A1S_0275	76	27.8	17	1676.6
id-A1S_0276	84	27.5556	2	198.997
id-A1S_0277	76	27.8	7	690.364
id-A1S_0278	75	26.8	0	0
gene-A1S_0279	1191	1019.98	422.814	1136.54
id-A1S_0280	76	27.8	0	0
gene-A1S_0281	441	269.98	13	132.019
gene-A1S_0282	483	311.98	13	114.246
gene-A1S_0283	429	257.98	81	860.842
gene-A1S_0284	696	524.98	70	365.578
gene-A1S_0285	333	161.98	71	1201.77
gene-A1S_0286	372	200.98	57	777.583
gene-A1S_0287	4011	3839.98	160	114.239
gene-A1S_0288	4095	3923.98	203	141.838
gene-A1S_0289	399	227.98	1	12.0262
gene-A1S_0290	579	407.98	0	0
gene-A1S_0291	1158	986.98	0	0
gene-A1S_0292	552	380.98	54	388.612
gene-A1S_0293	294	123.193	1	22.2557
gene-A1S_0296	834	662.98	0	0
gene-A1S_0297	1068	896.98	11	33.6229
gene-A1S_0298	504	332.98	0	0
gene-A1S_0299	654	482.98	1	5.6767
gene-A1S_0300	366	194.98	0	0
gene-A1S_0301	558	386.98	0	0
gene-A1S_0302	645	473.98	2	11.569
gene-A1S_0303	447	275.98	0	0
gene-A1S_0304	2979	2807.98	0	0
gene-A1S_0305	1098	926.98	47	139.012
gene-A1S_0308	783	611.98	7	31.3607
gene-A1S_0309	438	266.98	0	0
gene-A1S_0310	1728	1556.98	5	8.80464
gene-A1S_0311	684	512.98	1	5.34471
gene-A1S_0312	588	416.98	0	0
gene-A1S_0315	495	323.98	0	0
gene-A1S_0316	510	338.98	0	0
gene-A1S_0317	2022	1850.98	5	7.40616
gene-A1S_0318	945	773.98	0	0
gene-A1S_0319	387	215.98	1	12.6944
gene-A1S_0320	507	335.98	11	89.7644
gene-A1S_0321	1680	1508.98	8	14.5355
gene-A1S_0322	1236	1064.98	0	0
gene-A1S_0323	246	78.4655	2	69.8837
gene-A1S_0324	681	509.98	0	0
gene-A1S_0325	768	596.98	1	4.59267
gene-A1S_0326	426	254.98	0	0
gene-A1S_0327	744	572.98	2	9.57007
gene-A1S_0328	1131	959.98	0	0
gene-A1S_0329	1632	1460.98	0	0
gene-A1S_0330	741	569.98	4	19.2409
gene-A1S_0331	330	158.98	10	172.457
id-A1S_0332	85	28.5556	0	0
id-A1S_0333	77	27.4762	0	0
gene-A1S_0334	474	302.98	6	54.2953
gene-A1S_0335	1257	1085.98	21	53.0179
gene-A1S_0338	300	129.103	7	148.657
gene-A1S_0339	348	176.98	0	0
gene-A1S_0340	453	281.98	10	97.2314
gene-A1S_0341	1518	1346.98	6	12.2128
gene-A1S_0342	276	105.853	7	181.31
gene-A1S_0343	2691	2519.98	18	19.5839
gene-A1S_0344	1263	1091.98	2	5.02158
gene-A1S_0345	1380	1208.98	1	2.2678
gene-A1S_0346	681	509.98	0	0
gene-A1S_0347	1137	965.98	0	0
gene-A1S_0348	1497	1325.98	5	10.3385
gene-A1S_0349	567	395.98	0	0
gene-A1S_0350	948	776.98	9	31.7583
gene-A1S_0351	591	419.98	2	13.0565
gene-A1S_0352	1293	1121.98	5	12.2183
gene-A1S_0353	369	197.98	0	0
gene-A1S_0354	2736	2564.98	5	5.34455
gene-A1S_0355	570	398.98	0	0
gene-A1S_0356	396	224.98	0	0
gene-A1S_0357	2994	2822.98	1	0.971219
gene-A1S_0358	1551	1379.98	1	1.98679
gene-A1S_0359	1206	1034.98	0	0
gene-A1S_0360	270	100.337	24	655.806
gene-A1S_0361	1989	1817.98	38	57.3085
gene-A1S_0362	1026	854.98	0	0
gene-A1S_0363	246	78.4655	0	0
gene-A1S_0364	825	653.98	13	54.5009
gene-A1S_0365	567	395.98	0	0
gene-A1S_0366	771	599.98	3	13.7091
gene-A1S_0367	1683	1511.98	0	0
gene-A1S_0368	1950	1778.98	0	0
gene-A1S_0369	1002	830.98	2	6.59879
gene-A1S_0370	549	377.98	8	58.0291
gene-A1S_0371	297	126.12	1	21.7391
gene-A1S_0372	237	70.8585	0	0
gene-A1S_0373	1254	1082.98	0	0
gene-A1S_0374	240	73.3954	0	0
gene-A1S_0375	705	533.98	4	20.5381
gene-A1S_0376	258	89.1603	0	0
gene-A1S_0378	1098	926.98	21	62.1117
gene-A1S_0379	546	374.98	4	29.2467
gene-A1S_0380	771	599.98	0	0
gene-A1S_0381	942	770.98	0	0
gene-A1S_0382	786	614.98	0	0
gene-A1S_0383	561	389.98	3	21.0913
gene-A1S_0385	195	37.4617	0	0
gene-A1S_0384	99	32.0513	0	0
gene-A1S_0386	450	278.98	0	0
gene-A1S_0387	1158	986.98	3	8.3337
gene-A1S_0388	411	239.98	6	68.549
gene-A1S_0389	330	158.98	2	34.4915
gene-A1S_0390	333	161.98	0	0
gene-A1S_0391	255	86.4921	0	0
gene-A1S_0392	1113	941.98	0	0
gene-A1S_0393	972	800.98	0	0
gene-A1S_0394	981	809.98	0	0
gene-A1S_0395	1236	1064.98	1	2.57444
gene-A1S_0396	417	245.98	0	0
gene-A1S_0397	975	803.98	2	6.8204
gene-A1S_0398	585	413.98	0	0
gene-A1S_0399	606	434.98	0	0
id-A1S_0400	76	27.8	0	0
id-A1S_0401	76	27.8	0	0
gene-A1S_0402	1842	1670.98	4	6.56317
gene-A1S_0403	3126	2954.98	19	17.6288
gene-A1S_0406	513	341.98	0	0
gene-A1S_0407	621	449.98	0	0
gene-A1S_0408	495	323.98	2	16.9253
gene-A1S_0409	492	320.98	0	0
gene-A1S_0410	660	488.98	3	16.8211
gene-A1S_0411	891	719.98	0	0
gene-A1S_0412	2046	1874.98	17	24.8586
gene-A1S_0413	2211	2039.98	16	21.504
gene-A1S_0414	444	272.98	3	30.1311
gene-A1S_0415	537	365.98	1	7.49148
gene-A1S_0416	861	689.98	0	0
gene-A1S_0417	1434	1262.98	5	10.8542
gene-A1S_0418	648	476.98	0	0
gene-A1S_0419	510	338.98	10	80.8818
gene-A1S_0420	1080	908.98	3	9.04882
gene-A1S_0421	222	58.3633	7	328.839
gene-A1S_0422	771	599.98	1	4.5697
gene-A1S_0423	618	446.98	0	0
gene-A1S_0424	906	734.98	4	14.9214
gene-A1S_0425	1035	863.98	0	0
gene-A1S_0426	1242	1070.98	2	5.12004
gene-A1S_0427	1119	947.98	18	52.0593
gene-A1S_0428	981	809.98	6	20.3096
gene-A1S_0429	1128	956.98	36	103.139
gene-A1S_0430	996	824.98	0	0
gene-A1S_0431	843	671.98	2	8.16016
gene-A1S_0432	585	413.98	0	0
gene-A1S_0433	1704	1532.98	0	0
gene-A1S_0434	246	78.4655	1	34.9419
gene-A1S_0435	231	65.8534	0	0
gene-A1S_0436	756	584.98	0	0
gene-A1S_0437	312	141.018	0	0
gene-A1S_0438	348	176.98	1	15.4917
gene-A1S_0439	2367	2195.98	44	54.935
gene-A1S_0440	660	488.98	0	0
gene-A1S_0441	417	245.98	12	133.754
gene-A1S_0442	1980	1808.98	3	4.54687
gene-A1S_0443	261	91.8432	0	0
gene-A1S_0444	357	185.98	2	29.4841
gene-A1S_0445	279	108.761	8	201.67
gene-A1S_0446	1515	1343.98	12	24.4801
gene-A1S_0447	156	15.3818	0	0
gene-A1S_0448	237	70.8585	46	1779.88
gene-A1S_0449	1230	1058.98	0	0
gene-A1S_0450	516	344.98	0	0
gene-A1S_0451	708	536.98	0	0
gene-A1S_0452	510	338.98	15	121.323
gene-A1S_0453	552	380.98	14	100.751
gene-A1S_0454	369	197.98	0	0
gene-A1S_0455	363	191.98	0	0
gene-A1S_0456	873	701.98	0	0
gene-A1S_0457	471	299.98	0	0
gene-A1S_0458	744	572.98	0	0
gene-A1S_0459	258	89.1603	0	0
gene-A1S_0460	747	575.98	9	42.841
gene-A1S_0461	741	569.98	0	0
gene-A1S_0462	2052	1880.98	0	0
gene-A1S_0463	2100	1928.98	0	0
gene-A1S_0464	711	539.98	0	0
gene-A1S_0465	438	266.98	0	0
gene-A1S_0466	219	55.9587	0	0
gene-A1S_0467	741	569.98	0	0
gene-A1S_0468	525	353.98	0	0
gene-A1S_0469	543	371.98	64	471.721
gene-A1S_0470	501	329.98	7	58.1614
gene-A1S_0471	1056	884.98	0	0
gene-A1S_0472	1662	1490.98	27	49.6497
gene-A1S_0473	624	452.98	0	0
gene-A1S_0474	2211	2039.98	4	5.376
gene-A1S_0475	1071	899.98	32	97.4859
gene-A1S_0476	468	296.98	31	286.193
gene-A1S_0477	1095	923.98	49	145.398
gene-A1S_0478	582	410.98	0	0
gene-A1S_0479	180	27.4559	0	0
gene-A1S_0480	1431	1259.98	12	26.1121
gene-A1S_0481	2082	1910.98	45	64.5626
gene-A1S_0482	1263	1091.98	1	2.51079
gene-A1S_0483	1692	1520.98	35	63.0913
gene-A1S_0484	576	404.98	6	40.6202
gene-A1S_0485	1278	1106.98	29	71.8262
gene-A1S_0486	387	215.98	3	38.0831
gene-A1S_0489	1098	926.98	11	32.5347
gene-A1S_0490	1179	1007.98	2	5.44005
gene-A1S_0491	771	599.98	0	0
gene-A1S_0492	933	761.98	5	17.9908
gene-A1S_0493	2118	1946.98	47	66.1852
gene-A1S_0494	609	437.98	0	0
gene-A1S_0495	474	302.98	2	18.0984
gene-A1S_0496	408	236.98	13	150.403
gene-A1S_0497	213	51.0408	0	0
gene-A1S_0498	318	146.98	8	149.23
gene-A1S_0499	1131	959.98	17	48.5525
gene-A1S_0500	579	407.98	12	80.6431
gene-A1S_0501	645	473.98	0	0
gene-A1S_0502	1023	851.98	10	32.1807
gene-A1S_0503	1200	1028.98	9	23.9806
gene-A1S_0504	633	461.98	3	17.8042
gene-A1S_0505	1014	842.98	20	65.0485
gene-A1S_0506	1200	1028.98	11	29.3096
gene-A1S_0507	537	365.98	0	0
gene-A1S_0508	588	416.98	4	26.3008
gene-A1S_0509	129	10.7566	0	0
gene-A1S_0510	207	46.2061	0	0
gene-A1S_0511	516	344.98	0	0
gene-A1S_0512	1533	1361.98	0	0
gene-A1S_0513	525	353.98	2	15.4909
gene-A1S_0514	864	692.98	0	0
gene-A1S_0515	1365	1193.98	5	11.4815
gene-A1S_0517	381	209.98	0	0
gene-A1S_0516	381	209.98	0	0
gene-A1S_0518	585	413.98	0	0
gene-A1S_0519	2139	1967.98	7	9.75219
gene-A1S_0520	1137	965.98	0	0
gene-A1S_0521	483	311.98	0	0
gene-A1S_0522	1035	863.98	0	0
gene-A1S_0523	384	212.98	0	0
gene-A1S_0524	555	383.98	0	0
gene-A1S_0525	1122	950.98	0	0
gene-A1S_0526	435	263.98	16	166.178
gene-A1S_0527	495	323.98	0	0
gene-A1S_0528	459	287.98	2	19.0411
gene-A1S_0529	258	89.1603	0	0
gene-A1S_0530	282	111.632	4	98.2422
gene-A1S_0531	768	596.98	0	0
gene-A1S_0532	567	395.98	0	0
gene-A1S_0533	672	500.98	36	197.018
gene-A1S_0534	804	632.98	17	73.6349
gene-A1S_0535	1407	1235.98	3	6.65479
gene-A1S_0536	1839	1667.98	10	16.4374
gene-A1S_0537	249	81.1132	0	0
gene-A1S_0538	867	695.98	4	15.7575
gene-A1S_0539	990	818.98	8	26.7819
gene-A1S_0540	525	353.98	9	69.7089
gene-A1S_0541	717	545.98	5	25.1083
gene-A1S_0542	1473	1301.98	9	18.9523
gene-A1S_0543	1557	1385.98	18	35.6074
gene-A1S_0544	435	263.98	4	41.5445
gene-A1S_0545	789	617.98	26	115.352
gene-A1S_0546	1974	1802.98	5	7.60333
gene-A1S_0547	393	221.98	0	0
gene-A1S_0548	540	368.98	0	0
gene-A1S_0549	810	638.98	3	12.8724
gene-A1S_0550	2682	2510.98	34	37.1245
gene-A1S_0551	1470	1298.98	6	12.6641
gene-A1S_0552	798	626.98	6	26.2375
gene-A1S_0553	828	656.98	0	0
gene-A1S_0554	1506	1334.98	2	4.10752
gene-A1S_0555	477	305.98	0	0
gene-A1S_0556	828	656.98	2	8.34647
gene-A1S_0557	747	575.98	0	0
gene-A1S_0558	2487	2315.98	53	62.7431
gene-A1S_0559	663	491.98	1	5.57285
gene-A1S_0560	786	614.98	0	0
gene-A1S_0561	474	302.98	5	45.2461
gene-A1S_0562	957	785.98	0	0
gene-A1S_0563	978	806.98	0	0
gene-A1S_0564	408	236.98	0	0
gene-A1S_0565	927	755.98	0	0
gene-A1S_0566	858	686.98	9	35.9189
gene-A1S_0567	225	60.7152	1	45.1572
gene-A1S_0568	1338	1166.98	14	32.8919
gene-A1S_0569	738	566.98	0	0
gene-A1S_0570	402	230.98	16	189.92
gene-A1S_0571	597	425.98	9	57.9266
gene-A1S_0572	867	695.98	3	11.8181
gene-A1S_0573	714	542.98	4	20.1977
gene-A1S_0574	2721	2549.98	0	0
gene-A1S_0575	741	569.98	0	0
gene-A1S_0576	684	512.98	0	0
gene-A1S_0579	2073	1901.98	27	38.9209
gene-A1S_0580	534	362.98	0	0
gene-A1S_0581	738	566.98	0	0
gene-A1S_0582	363	191.98	0	0
gene-A1S_0583	1332	1160.98	1	2.36157
gene-A1S_0584	354	182.98	3	44.9513
gene-A1S_0585	399	227.98	0	0
gene-A1S_0586	219	55.9587	1	48.9956
gene-A1S_0587	762	590.98	0	0
gene-A1S_0588	852	680.98	0	0
gene-A1S_0589	270	100.337	2	54.6505
gene-A1S_0590	444	272.98	5	50.2185
gene-A1S_0591	1389	1217.98	0	0
gene-A1S_0592	1650	1478.98	26	48.1988
gene-A1S_0593	270	100.337	14	382.554
gene-A1S_0594	558	386.98	0	0
gene-A1S_0595	306	135.018	0	0
gene-A1S_0596	1011	839.98	0	0
gene-A1S_0597	360	188.98	36	522.289
gene-A1S_0598	318	146.98	0	0
gene-A1S_0599	402	230.98	0	0
gene-A1S_0600	570	398.98	0	0
gene-A1S_0601	843	671.98	11	44.8809
gene-A1S_0602	2304	2132.98	27	34.7058
gene-A1S_0603	273	103.085	5	132.984
gene-A1S_0606	327	155.98	18	316.394
gene-A1S_0607	1476	1304.98	13	27.3127
gene-A1S_0608	675	503.98	37	201.286
gene-A1S_0609	1284	1112.98	0	0
gene-A1S_0610	783	611.98	0	0
gene-A1S_0611	495	323.98	2	16.9253
gene-A1S_0612	2640	2468.98	8	8.88377
gene-A1S_0613	2592	2420.98	0	0
gene-A1S_0614	681	509.98	1	5.37615
gene-A1S_0615	717	545.98	0	0
gene-A1S_0616	1203	1031.98	3	7.9703
gene-A1S_0617	318	146.98	1	18.6538
gene-A1S_0618	303	132.052	0	0
gene-A1S_0619	765	593.98	6	27.6952
gene-A1S_0620	522	350.98	9	70.3048
gene-A1S_0621	798	626.98	0	0
gene-A1S_0622	627	455.98	11	66.1411
gene-A1S_0623	2013	1841.98	1	1.48847
gene-A1S_0624	636	464.98	0	0
gene-A1S_0625	438	266.98	0	0
gene-A1S_0626	642	470.98	0	0
gene-A1S_0627	1245	1073.98	9	22.9758
gene-A1S_0628	1017	845.98	9.41112	30.5004
gene-A1S_0629	4380	4208.98	0	0
gene-A1S_0630	990	818.98	2	6.69548
gene-A1S_0631	897	725.98	3	11.3298
gene-A1S_0632	3462	3290.98	2	1.66621
gene-A1S_0633	2553	2381.98	0	0
gene-A1S_0634	1878	1706.98	8	12.8495
gene-A1S_0635	1254	1082.98	0	0
gene-A1S_0636	504	332.98	0	0
gene-A1S_0637	1128	956.98	2	5.72996
gene-A1S_0638	870	698.98	0	0
gene-A1S_0639	759	587.98	0	0
gene-A1S_0640	762	590.98	2	9.27859
gene-A1S_0641	1095	923.98	0	0
gene-A1S_0642	987	815.98	0	0
gene-A1S_0643	1035	863.98	0	0
gene-A1S_0644	585	413.98	7	46.36
gene-A1S_0645	1011	839.98	0	0
gene-A1S_0646	3132	2960.98	1	0.925954
gene-A1S_0647	1461	1289.98	0	0
gene-A1S_0648	462	290.98	0	0
gene-A1S_0649	1659	1487.98	3	5.52776
gene-A1S_0650	789	617.98	6	26.6196
gene-A1S_0651	2094	1922.98	0	0
gene-A1S_0652	234	68.4072	0	0
gene-A1S_0653	1848	1676.98	23	37.6032
gene-A1S_0654	276	105.853	0	0
gene-A1S_0655	825	653.98	2	8.38475
gene-A1S_0656	930	758.98	0	0
gene-A1S_0657	267	97.5449	0	0
gene-A1S_0658	633	461.98	0	0
gene-A1S_0659	1011	839.98	0	0
gene-A1S_0660	723	551.98	0	0
gene-A1S_0661	1203	1031.98	11	29.2244
