target_id	length	eff_length	est_counts	tpm
gene-A1S_0124	627	439.671	1	2.20572
gene-A1S_0125	390	202.671	1	4.78504
gene-A1S_0126	465	277.671	5	17.4629
gene-A1S_0127	519	331.671	2	5.8479
gene-A1S_0128	288	101.557	1	9.54925
gene-A1S_0129	1167	979.671	0	0
gene-A1S_0130	1458	1270.67	17	12.9746
gene-A1S_0131	657	469.671	0	0
gene-A1S_0132	429	241.671	0	0
gene-A1S_0133	306	118.916	0	0
gene-A1S_0134	801	613.671	3	4.74093
gene-A1S_0135	267	81.983	0	0
gene-A1S_0136	669	481.671	2	4.02677
gene-A1S_0137	510	322.671	4	12.022
gene-A1S_0140	1698	1510.67	7	4.49372
gene-A1S_0141	663	475.671	2	4.07757
gene-A1S_0142	546	358.671	0	0
gene-A1S_0143	726	538.671	6	10.802
gene-A1S_0144	558	370.671	3	7.84893
gene-A1S_0145	465	277.671	8	27.9407
gene-A1S_0146	630	442.671	1	2.19077
gene-A1S_0147	333	145.741	19	126.43
gene-A1S_0148	801	613.671	33.4939	52.9307
gene-A1S_0149	126	45.6923	0.506138	10.7425
gene-A1S_0150	204	31.1197	17	529.775
gene-A1S_0151	408	220.671	9	39.5526
gene-A1S_0152	438	250.671	3	11.6063
gene-A1S_0153	1545	1357.67	42	30.0008
gene-A1S_0154	870	682.671	12	17.047
gene-A1S_0155	1395	1207.67	21	16.8635
gene-A1S_0156	357	169.671	11	62.8727
gene-A1S_0157	423	235.671	2	8.23003
gene-A1S_0158	546	358.671	0	0
gene-A1S_0159	546	358.671	0	0
gene-A1S_0160	603	415.671	1	2.33307
gene-A1S_0161	1017	829.671	0	0
gene-A1S_0162	540	352.671	0	0
gene-A1S_0163	303	115.949	0	0
gene-A1S_0164	360	172.671	0	0
gene-A1S_0165	516	328.671	1	2.95064
gene-A1S_0166	1089	901.671	0	0
gene-A1S_0167	1089	901.671	1	1.07555
gene-A1S_0168	429	241.671	5	20.0642
gene-A1S_0169	303	115.949	1	8.36395
gene-A1S_0170	1830	1642.67	1	0.590374
gene-A1S_0171	207	33.2104	0	0
gene-A1S_0172	1056	868.671	2	2.23281
gene-A1S_0173	408	220.671	0	0
id-A1S_r01	1529	1341.67	145934	105484
id-A1S_0174	77	43.4286	0	0
id-A1S_0175	76	42.4286	0	0
id-A1S_r02	2903	2715.67	257229	91858.9
id-A1S_r03	134	31.3404	57.25	1771.53
gene-A1S_0176	432	244.671	0	0
gene-A1S_0177	768	580.671	0	0
gene-A1S_0178	498	310.671	0	0
gene-A1S_0179	489	301.671	0	0
gene-A1S_0180	426	238.671	0	0
gene-A1S_0181	405	217.671	0	0
gene-A1S_0182	990	802.671	0	0
gene-A1S_0183	2283	2095.67	12	5.55311
gene-A1S_0184	456	268.671	5	18.0479
gene-A1S_0185	312	124.815	3	23.3096
gene-A1S_0186	891	703.671	0	0
gene-A1S_0187	687	499.671	2	3.88172
gene-A1S_0188	1314	1126.67	1	0.860758
gene-A1S_0189	429	241.671	0	0
gene-A1S_0190	1419	1231.67	5	3.93689
gene-A1S_0191	369	181.671	0	0
gene-A1S_0192	600	412.671	1	2.35003
gene-A1S_0193	1239	1051.67	5	4.61071
gene-A1S_0198	384	196.671	0	0
gene-A1S_0199	363	175.671	0	0
gene-A1S_0200	393	205.671	6	28.2915
gene-A1S_0201	1275	1087.67	12	10.6995
gene-A1S_0202	765	577.671	1	1.67879
gene-A1S_0203	666	478.671	3	6.07802
gene-A1S_0204	744	556.671	0	0
gene-A1S_0205	1293	1105.67	1	0.877106
gene-A1S_0207	453	265.671	4	14.6014
gene-A1S_0208	963	775.671	5	6.2513
gene-A1S_0209	738	550.671	1	1.76111
gene-A1S_0210	1089	901.671	8	8.60439
gene-A1S_0211	801	613.671	0	0
gene-A1S_0212	1011	823.671	0	0
gene-A1S_0213	1170	982.671	2	1.97379
gene-A1S_0214	750	562.671	1	1.72355
gene-A1S_0215	1296	1108.67	2	1.74947
gene-A1S_0217	201	29.2348	0	0
gene-A1S_0218	294	107.227	10	90.4425
gene-A1S_0219	1155	967.671	4	4.00876
gene-A1S_0220	318	130.791	3	22.2444
gene-A1S_0221	867	679.671	4	5.70741
gene-A1S_0222	1086	898.671	4	4.31655
gene-A1S_0223	660	472.671	2	4.10345
gene-A1S_0224	219	41.7081	0	0
gene-A1S_0225	555	367.671	0	0
gene-A1S_0226	288	101.557	0	0
gene-A1S_0227	1284	1096.67	2	1.76861
gene-A1S_0228	1026	838.671	2	2.31268
gene-A1S_0229	801	613.671	2	3.16062
gene-A1S_0230	1428	1240.67	6	4.69
gene-A1S_0231	1041	853.671	0	0
gene-A1S_0232	513	325.671	1	2.97782
gene-A1S_0233	204	31.1197	0	0
gene-A1S_0234	447	259.671	0	0
gene-A1S_0235	1275	1087.67	2	1.78324
gene-A1S_0236	579	391.671	3	7.4281
gene-A1S_0237	768	580.671	14	23.3817
gene-A1S_0238	1140	952.671	8	8.14376
gene-A1S_0239	1302	1114.67	10	8.70024
gene-A1S_0240	540	352.671	4	10.9994
gene-A1S_0241	753	565.671	0	0
gene-A1S_0242	264	79.2418	1	12.2384
gene-A1S_0243	1689	1501.67	6	3.87485
gene-A1S_0244	222	43.9678	1	22.0569
gene-A1S_0245	1308	1120.67	4	3.46146
gene-A1S_0246	1059	871.671	8	8.90052
gene-A1S_0247	765	577.671	1	1.67879
gene-A1S_0248	447	259.671	14	52.2856
gene-A1S_0249	714	526.671	0	0
gene-A1S_0250	471	283.671	2	6.83742
gene-A1S_0251	1743	1555.67	3	1.87017
gene-A1S_0252	930	742.671	0	0
gene-A1S_0253	465	277.671	2	6.98517
gene-A1S_0254	771	583.671	2	3.32307
gene-A1S_0255	1191	1003.67	1	0.966244
gene-A1S_0256	642	454.671	1	2.13295
gene-A1S_0257	231	50.9985	0	0
gene-A1S_0258	114	59.1562	0	0
gene-A1S_0259	1035	847.671	3	3.43219
gene-A1S_0260	885	697.671	4	5.56016
gene-A1S_0261	675	487.671	0	0
gene-A1S_0262	681	493.671	3	5.89334
gene-A1S_0263	567	379.671	0	0
gene-A1S_0264	510	322.671	0	0
gene-A1S_0265	219	41.7081	0	0
gene-A1S_0266	1113	925.671	0	0
gene-A1S_0267	384	196.671	0	0
gene-A1S_0268	327	139.754	15	104.089
gene-A1S_0269	744	556.671	1	1.74212
gene-A1S_0270	693	505.671	0	0
gene-A1S_0271	2004	1816.67	0	0
gene-A1S_0272	564	376.671	6	15.4478
gene-A1S_0273	579	391.671	0	0
gene-A1S_0274	1314	1126.67	2	1.72152
id-A1S_0275	76	42.4286	30	685.711
id-A1S_0276	84	48.2727	1	20.0898
id-A1S_0277	76	42.4286	0	0
id-A1S_0278	75	41.4286	0	0
gene-A1S_0279	1191	1003.67	60.9182	58.8618
id-A1S_0280	76	42.4286	1	22.857
gene-A1S_0281	441	253.671	24	91.7525
gene-A1S_0282	483	295.671	9	29.5197
gene-A1S_0283	429	241.671	28	112.36
gene-A1S_0284	696	508.671	39	74.3542
gene-A1S_0285	333	145.741	3	19.9627
gene-A1S_0286	372	184.671	17	89.2745
gene-A1S_0287	4011	3823.67	97	24.6019
gene-A1S_0288	4095	3907.67	137	34.0001
gene-A1S_0289	399	211.671	0	0
gene-A1S_0290	579	391.671	0	0
gene-A1S_0291	1158	970.671	2	1.99819
gene-A1S_0292	552	364.671	642	1707.31
gene-A1S_0293	294	107.227	2	18.0885
gene-A1S_0296	834	646.671	0	0
gene-A1S_0297	1068	880.671	0	0
gene-A1S_0298	504	316.671	4	12.2498
gene-A1S_0299	654	466.671	0	0
gene-A1S_0300	366	178.671	0	0
gene-A1S_0301	558	370.671	0	0
gene-A1S_0302	645	457.671	0	0
gene-A1S_0303	447	259.671	0	0
gene-A1S_0304	2979	2791.67	4	1.38955
gene-A1S_0305	1098	910.671	17	18.1036
gene-A1S_0308	783	595.671	2	3.25613
gene-A1S_0309	438	250.671	0	0
gene-A1S_0310	1728	1540.67	1	0.62946
gene-A1S_0311	684	496.671	1	1.95258
gene-A1S_0312	588	400.671	5	12.1021
gene-A1S_0315	495	307.671	1	3.15203
gene-A1S_0316	510	322.671	1	3.00551
gene-A1S_0317	2022	1834.67	6	3.17155
gene-A1S_0318	945	757.671	1	1.27996
gene-A1S_0319	387	199.671	0	0
gene-A1S_0320	507	319.671	1	3.03371
gene-A1S_0321	1680	1492.67	2	1.2994
gene-A1S_0322	1236	1048.67	1	0.924781
gene-A1S_0323	246	63.2168	0	0
gene-A1S_0324	681	493.671	5	9.82223
gene-A1S_0325	768	580.671	3	5.01036
gene-A1S_0326	426	238.671	0	0
gene-A1S_0327	744	556.671	0	0
gene-A1S_0328	1131	943.671	2	2.05536
gene-A1S_0329	1632	1444.67	2	1.34258
gene-A1S_0330	741	553.671	7	12.2609
gene-A1S_0331	330	142.754	8	54.3475
id-A1S_0332	85	49.2727	1	19.6821
id-A1S_0333	77	43.4286	0	0
gene-A1S_0334	474	286.671	2	6.76587
gene-A1S_0335	1257	1069.67	13	11.7861
gene-A1S_0338	300	113.002	0	0
gene-A1S_0339	348	160.671	0	0
gene-A1S_0340	453	265.671	1	3.65034
gene-A1S_0341	1518	1330.67	1	0.728798
gene-A1S_0342	276	90.1834	0	0
gene-A1S_0343	2691	2503.67	7	2.71143
gene-A1S_0344	1263	1075.67	0	0
gene-A1S_0345	1380	1192.67	0	0
gene-A1S_0346	681	493.671	1	1.96445
gene-A1S_0347	1137	949.671	0	0
gene-A1S_0348	1497	1309.67	0	0
gene-A1S_0349	567	379.671	1	2.55429
gene-A1S_0350	948	760.671	7	8.9244
gene-A1S_0351	591	403.671	0	0
gene-A1S_0352	1293	1105.67	1	0.877106
gene-A1S_0353	369	181.671	1	5.33816
gene-A1S_0354	2736	2548.67	1	0.380508
gene-A1S_0355	570	382.671	2	5.06853
gene-A1S_0356	396	208.671	1	4.64745
gene-A1S_0357	2994	2806.67	14	4.83743
gene-A1S_0358	1551	1363.67	2	1.42232
gene-A1S_0359	1206	1018.67	0	0
gene-A1S_0360	270	84.7233	155	1774.22
gene-A1S_0361	1989	1801.67	23	12.3803
gene-A1S_0362	1026	838.671	0	0
gene-A1S_0363	246	63.2168	4	61.3629
gene-A1S_0364	825	637.671	8	12.1667
gene-A1S_0365	567	379.671	0	0
gene-A1S_0366	771	583.671	8	13.2923
gene-A1S_0367	1683	1495.67	4	2.59359
gene-A1S_0368	1950	1762.67	0	0
gene-A1S_0369	1002	814.671	1	1.19041
gene-A1S_0370	549	361.671	0	0
gene-A1S_0371	297	110.137	3	26.416
gene-A1S_0372	237	55.7514	0	0
gene-A1S_0373	1254	1066.67	6	5.45505
gene-A1S_0374	240	58.1687	0	0
gene-A1S_0375	705	517.671	6	11.2402
gene-A1S_0376	258	73.835	2	26.2691
gene-A1S_0378	1098	910.671	17	18.1036
gene-A1S_0379	546	358.671	2	5.40768
gene-A1S_0380	771	583.671	3	4.98461
gene-A1S_0381	942	754.671	0	0
gene-A1S_0382	786	598.671	1	1.61991
gene-A1S_0383	561	373.671	2	5.19061
gene-A1S_0385	195	25.5879	2	75.8007
gene-A1S_0384	99	53.5556	0	0
gene-A1S_0386	450	262.671	0	0
gene-A1S_0387	1158	970.671	0	0
gene-A1S_0388	411	223.671	0	0
gene-A1S_0389	330	142.754	0	0
gene-A1S_0390	333	145.741	0	0
gene-A1S_0391	255	71.1543	1	13.6294
gene-A1S_0392	1113	925.671	1	1.04766
gene-A1S_0393	972	784.671	0	0
gene-A1S_0394	981	793.671	0	0
gene-A1S_0395	1236	1048.67	0	0
gene-A1S_0396	417	229.671	0	0
gene-A1S_0397	975	787.671	0	0
gene-A1S_0398	585	397.671	0	0
gene-A1S_0399	606	418.671	0	0
id-A1S_0400	76	42.4286	0	0
id-A1S_0401	76	42.4286	0	0
gene-A1S_0402	1842	1654.67	2	1.17219
gene-A1S_0403	3126	2938.67	12	3.96012
gene-A1S_0406	513	325.671	0	0
gene-A1S_0407	621	433.671	0	0
gene-A1S_0408	495	307.671	4	12.6081
gene-A1S_0409	492	304.671	1	3.18307
gene-A1S_0410	660	472.671	1	2.05172
gene-A1S_0411	891	703.671	0	0
gene-A1S_0412	2046	1858.67	16	8.34825
gene-A1S_0413	2211	2023.67	6	2.87534
gene-A1S_0414	444	256.671	18	68.0101
gene-A1S_0415	537	349.671	1	2.77344
gene-A1S_0416	861	673.671	0	0
gene-A1S_0417	1434	1246.67	5	3.88952
gene-A1S_0418	648	460.671	0	0
gene-A1S_0419	510	322.671	1	3.00551
gene-A1S_0420	1080	892.671	12	13.0367
gene-A1S_0421	222	43.9678	6	132.341
gene-A1S_0422	771	583.671	5	8.30768
gene-A1S_0423	618	430.671	2	4.50362
gene-A1S_0424	906	718.671	3	4.04827
gene-A1S_0425	1035	847.671	0	0
gene-A1S_0426	1242	1054.67	1	0.91952
gene-A1S_0427	1119	931.671	6	6.24549
gene-A1S_0428	981	793.671	2	2.44381
gene-A1S_0429	1128	940.671	7	7.21669
gene-A1S_0430	996	808.671	4	4.79696
gene-A1S_0431	843	655.671	1	1.47908
gene-A1S_0432	585	397.671	0	0
gene-A1S_0433	1704	1516.67	2	1.27884
gene-A1S_0434	246	63.2168	0	0
gene-A1S_0435	231	50.9985	0	0
gene-A1S_0436	756	568.671	0	0
gene-A1S_0437	312	124.815	0	0
gene-A1S_0438	348	160.671	7	42.251
gene-A1S_0439	2367	2179.67	8	3.5594
gene-A1S_0440	660	472.671	0	0
gene-A1S_0441	417	229.671	5	21.1126
gene-A1S_0442	1980	1792.67	5	2.70488
gene-A1S_0443	261	76.4781	0	0
gene-A1S_0444	357	169.671	3	17.1471
gene-A1S_0445	279	93.0039	36	375.387
gene-A1S_0446	1515	1327.67	1	0.730445
gene-A1S_0447	156	11.4731	1	84.5271
gene-A1S_0448	237	55.7514	31	539.243
gene-A1S_0449	1230	1042.67	17	15.8117
gene-A1S_0450	516	328.671	0	0
gene-A1S_0451	708	520.671	9	16.7632
gene-A1S_0452	510	322.671	2	6.01101
gene-A1S_0453	552	364.671	11	29.2529
gene-A1S_0454	369	181.671	1	5.33816
gene-A1S_0455	363	175.671	3	16.5614
gene-A1S_0456	873	685.671	0	0
gene-A1S_0457	471	283.671	1	3.41871
gene-A1S_0458	744	556.671	0	0
gene-A1S_0459	258	73.835	0	0
gene-A1S_0460	747	559.671	3	5.19836
gene-A1S_0461	741	553.671	0	0
gene-A1S_0462	2052	1864.67	1	0.520087
gene-A1S_0463	2100	1912.67	0	0
gene-A1S_0464	711	523.671	0	0
gene-A1S_0465	438	250.671	0	0
gene-A1S_0466	219	41.7081	0	0
gene-A1S_0467	741	553.671	4	7.00626
gene-A1S_0468	525	337.671	0	0
gene-A1S_0469	543	355.671	5	13.6332
gene-A1S_0470	501	313.671	5	15.4587
gene-A1S_0471	1056	868.671	1	1.11641
gene-A1S_0472	1662	1474.67	30	19.729
gene-A1S_0473	624	436.671	0	0
gene-A1S_0474	2211	2023.67	1	0.479224
gene-A1S_0475	1071	883.671	4	4.38983
gene-A1S_0476	468	280.671	5	17.2763
gene-A1S_0477	1095	907.671	21	22.4372
gene-A1S_0478	582	394.671	3	7.37163
gene-A1S_0479	180	17.7635	0	0
gene-A1S_0480	1431	1243.67	21	16.3754
gene-A1S_0481	2082	1894.67	7	3.58296
gene-A1S_0482	1263	1075.67	11	9.91725
gene-A1S_0483	1692	1504.67	11	7.08972
gene-A1S_0484	576	388.671	1	2.49514
gene-A1S_0485	1278	1090.67	3	2.66751
gene-A1S_0486	387	199.671	1	4.85693
gene-A1S_0489	1098	910.671	11	11.7141
gene-A1S_0490	1179	991.671	2	1.95587
gene-A1S_0491	771	583.671	0	0
gene-A1S_0492	933	745.671	0	0
gene-A1S_0493	2118	1930.67	15	7.53462
gene-A1S_0494	609	421.671	0	0
gene-A1S_0495	474	286.671	3	10.1488
gene-A1S_0496	408	220.671	1	4.39473
gene-A1S_0497	213	37.3736	2	51.8972
gene-A1S_0498	318	130.791	7	51.9036
gene-A1S_0499	1131	943.671	24	24.6643
gene-A1S_0500	579	391.671	3	7.4281
gene-A1S_0501	645	457.671	6	12.7138
gene-A1S_0502	1023	835.671	10	11.6049
gene-A1S_0503	1200	1012.67	3	2.87297
gene-A1S_0504	633	445.671	1	2.17602
gene-A1S_0505	1014	826.671	5	5.86564
gene-A1S_0506	1200	1012.67	6	5.74594
gene-A1S_0507	537	349.671	0	0
gene-A1S_0508	588	400.671	0	0
gene-A1S_0509	129	40.5397	1	23.922
gene-A1S_0510	207	33.2104	0	0
gene-A1S_0511	516	328.671	0	0
gene-A1S_0512	1533	1345.67	0	0
gene-A1S_0513	525	337.671	0	0
gene-A1S_0514	864	676.671	0	0
gene-A1S_0515	1365	1177.67	0	0
gene-A1S_0517	381	193.671	0	0
gene-A1S_0516	381	193.671	0	0
gene-A1S_0518	585	397.671	0	0
gene-A1S_0519	2139	1951.67	2	0.993806
gene-A1S_0520	1137	949.671	0	0
gene-A1S_0521	483	295.671	0	0
gene-A1S_0522	1035	847.671	0	0
gene-A1S_0523	384	196.671	0	0
gene-A1S_0524	555	367.671	1	2.63766
gene-A1S_0525	1122	934.671	3	3.11272
gene-A1S_0526	435	247.671	0	0
gene-A1S_0527	495	307.671	1	3.15203
gene-A1S_0528	459	271.671	14	49.9761
gene-A1S_0529	258	73.835	5	65.6729
gene-A1S_0530	282	95.9335	4	40.436
gene-A1S_0531	768	580.671	0	0
gene-A1S_0532	567	379.671	0	0
gene-A1S_0533	672	484.671	19	38.0176
gene-A1S_0534	804	616.671	0	0
gene-A1S_0535	1407	1219.67	3	2.38537
gene-A1S_0536	1839	1651.67	2	1.17431
gene-A1S_0537	249	65.8669	2	29.447
gene-A1S_0538	867	679.671	0	0
gene-A1S_0539	990	802.671	1	1.2082
gene-A1S_0540	525	337.671	5	14.36
gene-A1S_0541	717	529.671	2	3.66186
gene-A1S_0542	1473	1285.67	2	1.50861
gene-A1S_0543	1557	1369.67	12	8.49656
gene-A1S_0544	435	247.671	1	3.91564
gene-A1S_0545	789	601.671	7	11.2828
gene-A1S_0546	1974	1786.67	0	0
gene-A1S_0547	393	205.671	0	0
gene-A1S_0548	540	352.671	0	0
gene-A1S_0549	810	622.671	4	6.22987
gene-A1S_0550	2682	2494.67	7	2.72122
gene-A1S_0551	1470	1282.67	0	0
gene-A1S_0552	798	610.671	0	0
gene-A1S_0553	828	640.671	0	0
gene-A1S_0554	1506	1318.67	4	2.94172
gene-A1S_0555	477	289.671	0	0
gene-A1S_0556	828	640.671	0	0
gene-A1S_0557	747	559.671	0	0
gene-A1S_0558	2487	2299.67	41	17.2901
gene-A1S_0559	663	475.671	3	6.11635
gene-A1S_0560	786	598.671	0	0
gene-A1S_0561	474	286.671	1	3.38294
gene-A1S_0562	957	769.671	0	0
gene-A1S_0563	978	790.671	6	7.35925
gene-A1S_0564	408	220.671	2	8.78946
gene-A1S_0565	927	739.671	0	0
gene-A1S_0566	858	670.671	4	5.784
gene-A1S_0567	225	46.3342	0	0
gene-A1S_0568	1338	1150.67	6	5.05683
gene-A1S_0569	738	550.671	0	0
gene-A1S_0570	402	214.671	65	293.641
gene-A1S_0571	597	409.671	1	2.36724
gene-A1S_0572	867	679.671	2	2.85371
gene-A1S_0573	714	526.671	4	7.36544
gene-A1S_0574	2721	2533.67	0	0
gene-A1S_0575	741	553.671	2	3.50313
gene-A1S_0576	684	496.671	0	0
gene-A1S_0579	2073	1885.67	28	14.4003
gene-A1S_0580	534	346.671	0	0
gene-A1S_0581	738	550.671	0	0
gene-A1S_0582	363	175.671	0	0
gene-A1S_0583	1332	1144.67	0	0
gene-A1S_0584	354	166.671	0	0
gene-A1S_0585	399	211.671	0	0
gene-A1S_0586	219	41.7081	0	0
gene-A1S_0587	762	574.671	1	1.68756
gene-A1S_0588	852	664.671	2	2.91811
gene-A1S_0589	270	84.7233	1	11.4466
gene-A1S_0590	444	256.671	0	0
gene-A1S_0591	1389	1201.67	11	8.87739
gene-A1S_0592	1650	1462.67	44	29.1732
gene-A1S_0593	270	84.7233	39	446.416
gene-A1S_0594	558	370.671	0	0
gene-A1S_0595	306	118.916	0	0
gene-A1S_0596	1011	823.671	0	0
gene-A1S_0597	360	172.671	35	196.574
gene-A1S_0598	318	130.791	0	0
gene-A1S_0599	402	214.671	0	0
gene-A1S_0600	570	382.671	0	0
gene-A1S_0601	843	655.671	2	2.95816
gene-A1S_0602	2304	2116.67	25	11.4542
gene-A1S_0603	273	87.4165	7	77.6574
gene-A1S_0606	327	139.754	25	173.482
gene-A1S_0607	1476	1288.67	6	4.51531
gene-A1S_0608	675	487.671	8	15.9089
gene-A1S_0609	1284	1096.67	0	0
gene-A1S_0610	783	595.671	0	0
gene-A1S_0611	495	307.671	4	12.6081
gene-A1S_0612	2640	2452.67	9	3.55862
gene-A1S_0613	2592	2404.67	9	3.62965
gene-A1S_0614	681	493.671	0	0
gene-A1S_0615	717	529.671	0	0
gene-A1S_0616	1203	1015.67	2	1.90966
gene-A1S_0617	318	130.791	0	0
gene-A1S_0618	303	115.949	0	0
gene-A1S_0619	765	577.671	11	18.4667
gene-A1S_0620	522	334.671	3	8.69322
gene-A1S_0621	798	610.671	1	1.58807
gene-A1S_0622	627	439.671	1	2.20572
gene-A1S_0623	2013	1825.67	0	0
gene-A1S_0624	636	448.671	0	0
gene-A1S_0625	438	250.671	0	0
gene-A1S_0626	642	454.671	0	0
gene-A1S_0627	1245	1057.67	1	0.916912
gene-A1S_0628	1017	829.671	0	0
gene-A1S_0629	4380	4192.67	4	0.925225
gene-A1S_0630	990	802.671	3	3.62461
gene-A1S_0631	897	709.671	2	2.73307
gene-A1S_0632	3462	3274.67	1	0.296149
gene-A1S_0633	2553	2365.67	16	6.55909
gene-A1S_0634	1878	1690.67	3	1.72084
gene-A1S_0635	1254	1066.67	2	1.81835
gene-A1S_0636	504	316.671	2	6.1249
gene-A1S_0637	1128	940.671	0	0
gene-A1S_0638	870	682.671	0	0
gene-A1S_0639	759	571.671	2	3.39283
gene-A1S_0640	762	574.671	0	0
gene-A1S_0641	1095	907.671	0	0
gene-A1S_0642	987	799.671	0	0
gene-A1S_0643	1035	847.671	2	2.28813
gene-A1S_0644	585	397.671	0	0
gene-A1S_0645	1011	823.671	2	2.3548
gene-A1S_0646	3132	2944.67	2	0.658675
gene-A1S_0647	1461	1273.67	0	0
gene-A1S_0648	462	274.671	0	0
gene-A1S_0649	1659	1471.67	2	1.31795
gene-A1S_0650	789	601.671	0	0
gene-A1S_0651	2094	1906.67	0	0
gene-A1S_0652	234	53.3534	0	0
gene-A1S_0653	1848	1660.67	1	0.583975
gene-A1S_0654	276	90.1834	9	96.7819
gene-A1S_0655	825	637.671	4	6.08333
gene-A1S_0656	930	742.671	0	0
gene-A1S_0657	267	81.983	1	11.8292
