target_id	length	eff_length	est_counts	tpm
gene-A1S_0119	597	417.954	0	0
id-A1S_0120	76	38.125	0	0
id-A1S_0121	76	38.125	0	0
gene-A1S_0122	309	130.146	1	5.98364
gene-A1S_0123	360	180.991	0	0
gene-A1S_0124	627	447.954	2	3.47689
gene-A1S_0125	390	210.954	6	22.1492
gene-A1S_0126	465	285.954	1	2.72332
gene-A1S_0127	519	339.954	3	6.8722
gene-A1S_0128	288	109.66	12	85.2169
gene-A1S_0129	1167	987.954	1	0.788239
gene-A1S_0130	1458	1278.95	27	16.4401
gene-A1S_0131	657	477.954	2	3.25865
gene-A1S_0132	429	249.954	1	3.11555
gene-A1S_0133	306	127.169	0	0
gene-A1S_0134	801	621.954	4	5.00837
gene-A1S_0135	267	89.8283	0	0
gene-A1S_0136	669	489.954	5	7.94711
gene-A1S_0137	510	330.954	1	2.35303
gene-A1S_0140	1698	1518.95	14	7.17758
gene-A1S_0141	663	483.954	1	1.60913
gene-A1S_0142	546	366.954	4	8.48873
gene-A1S_0143	726	546.954	0	0
gene-A1S_0144	558	378.954	0	0
gene-A1S_0145	465	285.954	5	13.6166
gene-A1S_0146	630	450.954	4	6.90752
gene-A1S_0147	333	154.006	15	75.8489
gene-A1S_0148	801	621.954	41.6467	52.1455
gene-A1S_0149	126	24.5918	3.3533	106.188
gene-A1S_0150	204	36.8712	22	464.654
gene-A1S_0151	408	228.954	12	40.8157
gene-A1S_0152	438	258.954	6	18.0436
gene-A1S_0153	1545	1365.95	35	19.9538
gene-A1S_0154	870	690.954	10	11.2706
gene-A1S_0155	1395	1215.95	31	19.8536
gene-A1S_0156	357	177.991	5	21.8759
gene-A1S_0157	423	243.954	2	6.38435
gene-A1S_0158	546	366.954	1	2.12218
gene-A1S_0159	546	366.954	1	2.12218
gene-A1S_0160	603	423.954	1	1.83686
gene-A1S_0161	1017	837.954	0	0
gene-A1S_0162	540	360.954	2	4.31492
gene-A1S_0163	303	124.228	0	0
gene-A1S_0164	360	180.991	3	12.908
gene-A1S_0165	516	336.954	1	2.31113
gene-A1S_0166	1089	909.954	0	0
gene-A1S_0167	1089	909.954	2	1.71161
gene-A1S_0168	429	249.954	1	3.11555
gene-A1S_0169	303	124.228	0	0
gene-A1S_0170	1830	1650.95	4	1.88677
gene-A1S_0171	207	39.0317	0	0
gene-A1S_0172	1056	876.954	1	0.88801
gene-A1S_0173	408	228.954	0	0
id-A1S_r01	1529	1349.95	182305	105166
id-A1S_0174	77	39.125	0	0
id-A1S_0175	76	38.125	0	0
id-A1S_r02	2903	2723.95	310803	88854.7
id-A1S_r03	134	13.3932	74.2975	4320
gene-A1S_0176	432	252.954	0	0
gene-A1S_0177	768	588.954	3	3.96675
gene-A1S_0178	498	318.954	3	7.32466
gene-A1S_0179	489	309.954	0	0
gene-A1S_0180	426	246.954	0	0
gene-A1S_0181	405	225.954	0	0
gene-A1S_0182	990	810.954	0	0
gene-A1S_0183	2283	2103.95	24	8.8832
gene-A1S_0184	456	276.954	4	11.2473
gene-A1S_0185	312	133.109	7	40.953
gene-A1S_0186	891	711.954	0	0
gene-A1S_0187	687	507.954	1	1.5331
gene-A1S_0188	1314	1134.95	3	2.05844
gene-A1S_0189	429	249.954	4	12.4622
gene-A1S_0190	1419	1239.95	6	3.76825
gene-A1S_0191	369	189.991	0	0
gene-A1S_0192	600	420.954	1	1.84995
gene-A1S_0193	1239	1059.95	2	1.46939
gene-A1S_0198	384	204.954	1	3.7996
gene-A1S_0199	363	183.991	0	0
gene-A1S_0200	393	213.954	2	7.27954
gene-A1S_0201	1275	1095.95	11	7.81619
gene-A1S_0202	765	585.954	4	5.31607
gene-A1S_0203	666	486.954	5	7.99607
gene-A1S_0204	744	564.954	0	0
gene-A1S_0205	1293	1113.95	0	0
gene-A1S_0207	453	273.954	4	11.3704
gene-A1S_0208	963	783.954	1	0.993354
gene-A1S_0209	738	558.954	6	8.35929
gene-A1S_0210	1089	909.954	21	17.9719
gene-A1S_0211	801	621.954	3	3.75628
gene-A1S_0212	1011	831.954	3.75	3.51016
gene-A1S_0213	1170	990.954	2	1.5717
gene-A1S_0214	750	570.954	0	0
gene-A1S_0215	1296	1116.95	8	5.57762
gene-A1S_0217	201	34.82	1	22.3649
gene-A1S_0218	294	115.439	13	87.6972
gene-A1S_0219	1155	975.954	7	5.58551
gene-A1S_0220	318	139.032	5	28.0059
gene-A1S_0221	867	687.954	5	5.65985
gene-A1S_0222	1086	906.954	4	3.43454
gene-A1S_0223	660	480.954	6	9.71499
gene-A1S_0224	219	48.4502	0	0
gene-A1S_0225	555	375.954	2	4.14276
gene-A1S_0226	288	109.66	1	7.10141
gene-A1S_0227	1284	1104.95	13	9.16207
gene-A1S_0228	1026	846.954	3	2.75839
gene-A1S_0229	801	621.954	0	0
gene-A1S_0230	1428	1248.95	8	4.98813
gene-A1S_0231	1041	861.954	0	0
gene-A1S_0232	513	333.954	0	0
gene-A1S_0233	204	36.8712	0	0
gene-A1S_0234	447	267.954	1	2.90626
gene-A1S_0235	1275	1095.95	1	0.710562
gene-A1S_0236	579	399.954	8	15.5767
gene-A1S_0237	768	588.954	26	34.3785
gene-A1S_0238	1140	960.954	11	8.91424
gene-A1S_0239	1302	1122.95	9	6.2413
gene-A1S_0240	540	360.954	1	2.15746
gene-A1S_0241	753	573.954	0	0
gene-A1S_0242	264	87.0295	5	44.7402
gene-A1S_0243	1689	1509.95	9	4.64166
gene-A1S_0244	222	50.8313	0	0
gene-A1S_0245	1308	1128.95	0	0
gene-A1S_0246	1059	879.954	4	3.53993
gene-A1S_0247	765	585.954	2	2.65804
gene-A1S_0248	447	267.954	13	37.7814
gene-A1S_0249	714	534.954	1	1.45572
gene-A1S_0250	471	291.954	0	0
gene-A1S_0251	1743	1563.95	3	1.4938
gene-A1S_0252	930	750.954	3	3.11102
gene-A1S_0253	465	285.954	0	0
gene-A1S_0254	771	591.954	1	1.31555
gene-A1S_0255	1191	1011.95	1	0.769544
gene-A1S_0256	642	462.954	2	3.36424
gene-A1S_0257	231	57.9591	0	0
gene-A1S_0258	114	32.9167	1	23.658
gene-A1S_0259	1035	855.954	2	1.81959
gene-A1S_0260	885	705.954	0	0
gene-A1S_0261	675	495.954	3	4.71058
gene-A1S_0262	681	501.954	1	1.55142
gene-A1S_0263	567	387.954	1	2.00731
gene-A1S_0264	510	330.954	0	0
gene-A1S_0265	219	48.4502	0	0
gene-A1S_0266	1113	933.954	0	0
gene-A1S_0267	384	204.954	1	3.7996
gene-A1S_0268	327	148.006	20	105.232
gene-A1S_0269	744	564.954	0	0
gene-A1S_0270	693	513.954	2	3.0304
gene-A1S_0271	2004	1824.95	5	2.1336
gene-A1S_0272	564	384.954	10	20.2295
gene-A1S_0273	579	399.954	1	1.94708
gene-A1S_0274	1314	1134.95	7	4.80302
id-A1S_0275	76	38.125	37	755.764
id-A1S_0276	84	43.6471	4	71.3673
id-A1S_0277	76	38.125	1	20.4261
id-A1S_0278	75	37.125	0	0
gene-A1S_0279	1191	1011.95	58.661	45.1422
id-A1S_0280	76	38.125	1	20.4261
gene-A1S_0281	441	261.954	33	98.1032
gene-A1S_0282	483	303.954	13	33.3066
gene-A1S_0283	429	249.954	23	71.6576
gene-A1S_0284	696	516.954	39	58.7499
gene-A1S_0285	333	154.006	7	35.3962
gene-A1S_0286	372	192.991	24	96.843
gene-A1S_0287	4011	3831.95	124	25.1997
gene-A1S_0288	4095	3915.95	181	35.9944
gene-A1S_0289	399	219.954	0	0
gene-A1S_0290	579	399.954	2	3.89417
gene-A1S_0291	1158	978.954	1	0.795485
gene-A1S_0292	552	372.954	601	1254.91
gene-A1S_0293	294	115.439	2	13.4919
gene-A1S_0296	834	654.954	0	0
gene-A1S_0297	1068	888.954	0	0
gene-A1S_0298	504	324.954	0	0
gene-A1S_0299	654	474.954	0	0
gene-A1S_0300	366	186.991	0	0
gene-A1S_0301	558	378.954	0	0
gene-A1S_0302	645	465.954	0	0
gene-A1S_0303	447	267.954	0	0
gene-A1S_0304	2979	2799.95	0	0
gene-A1S_0305	1098	918.954	48	40.6763
gene-A1S_0308	783	603.954	3	3.86823
gene-A1S_0309	438	258.954	6	18.0436
gene-A1S_0310	1728	1548.95	1	0.502755
gene-A1S_0311	684	504.954	0	0
gene-A1S_0312	588	408.954	8	15.2339
gene-A1S_0315	495	315.954	0	0
gene-A1S_0316	510	330.954	0	0
gene-A1S_0317	2022	1842.95	6	2.53531
gene-A1S_0318	945	765.954	1	1.0167
gene-A1S_0319	387	207.954	2	7.48957
gene-A1S_0320	507	327.954	6	14.2473
gene-A1S_0321	1680	1500.95	3	1.5565
gene-A1S_0322	1236	1056.95	3	2.21034
gene-A1S_0323	246	70.905	3	32.9488
gene-A1S_0324	681	501.954	2	3.10285
gene-A1S_0325	768	588.954	3	3.96675
gene-A1S_0326	426	246.954	0	0
gene-A1S_0327	744	564.954	2	2.75684
gene-A1S_0328	1131	951.954	1	0.818047
gene-A1S_0329	1632	1452.95	1	0.535973
gene-A1S_0330	741	561.954	5	6.92889
gene-A1S_0331	330	151.006	5	25.7853
id-A1S_0332	85	44.6471	0	0
id-A1S_0333	77	39.125	0	0
gene-A1S_0334	474	294.954	5	13.2011
gene-A1S_0335	1257	1077.95	16	11.5588
gene-A1S_0338	300	121.274	2	12.8427
gene-A1S_0339	348	168.991	1	4.60819
gene-A1S_0340	453	273.954	2	5.68521
gene-A1S_0341	1518	1338.95	4	2.32642
gene-A1S_0342	276	98.2973	0	0
gene-A1S_0343	2691	2511.95	13	4.0302
gene-A1S_0344	1263	1083.95	5	3.59214
gene-A1S_0345	1380	1200.95	1	0.648437
gene-A1S_0346	681	501.954	6	9.30854
gene-A1S_0347	1137	957.954	0	0
gene-A1S_0348	1497	1317.95	7	4.13611
gene-A1S_0349	567	387.954	0	0
gene-A1S_0350	948	768.954	11	11.14
gene-A1S_0351	591	411.954	2	3.78073
gene-A1S_0352	1293	1113.95	0	0
gene-A1S_0353	369	189.991	4	16.3954
gene-A1S_0354	2736	2556.95	0	0
gene-A1S_0355	570	390.954	2	3.98381
gene-A1S_0356	396	216.954	0	0
gene-A1S_0357	2994	2814.95	9	2.48981
gene-A1S_0358	1551	1371.95	0	0
gene-A1S_0359	1206	1026.95	0	0
gene-A1S_0360	270	92.6039	269	2262.13
gene-A1S_0361	1989	1809.95	28	12.0472
gene-A1S_0362	1026	846.954	0	0
gene-A1S_0363	246	70.905	7	76.8804
gene-A1S_0364	825	645.954	5	6.02786
gene-A1S_0365	567	387.954	2	4.01462
gene-A1S_0366	771	591.954	7	9.20883
gene-A1S_0367	1683	1503.95	4	2.07119
gene-A1S_0368	1950	1770.95	5	2.19866
gene-A1S_0369	1002	822.954	5	4.73139
gene-A1S_0370	549	369.954	4	8.4199
gene-A1S_0371	297	118.341	2	13.161
gene-A1S_0372	237	63.0467	0	0
gene-A1S_0373	1254	1074.95	2	1.44889
gene-A1S_0374	240	65.6226	0	0
gene-A1S_0375	705	525.954	2	2.96126
gene-A1S_0376	258	81.6702	2	19.0705
gene-A1S_0378	1098	918.954	13	11.0165
gene-A1S_0379	546	366.954	2	4.24437
gene-A1S_0380	771	591.954	4	5.26219
gene-A1S_0381	942	762.954	0	0
gene-A1S_0382	786	606.954	2	2.56607
gene-A1S_0383	561	381.954	2	4.07768
gene-A1S_0385	195	30.7594	4	101.269
gene-A1S_0384	99	41.56	0	0
gene-A1S_0386	450	270.954	0	0
gene-A1S_0387	1158	978.954	1	0.795485
gene-A1S_0388	411	231.954	2	6.71464
gene-A1S_0389	330	151.006	0	0
gene-A1S_0390	333	154.006	0	0
gene-A1S_0391	255	78.9938	2	19.7166
gene-A1S_0392	1113	933.954	0	0
gene-A1S_0393	972	792.954	0	0
gene-A1S_0394	981	801.954	0	0
gene-A1S_0395	1236	1056.95	6	4.42069
gene-A1S_0396	417	237.954	0	0
gene-A1S_0397	975	795.954	2	1.95676
gene-A1S_0398	585	405.954	1	1.9183
gene-A1S_0399	606	426.954	0	0
id-A1S_0400	76	38.125	0	0
id-A1S_0401	76	38.125	0	0
gene-A1S_0402	1842	1662.95	0	0
gene-A1S_0403	3126	2946.95	16	4.22806
gene-A1S_0406	513	333.954	1	2.33189
gene-A1S_0407	621	441.954	0	0
gene-A1S_0408	495	315.954	2	4.92947
gene-A1S_0409	492	312.954	2	4.97673
gene-A1S_0410	660	480.954	1	1.61916
gene-A1S_0411	891	711.954	2	2.18762
gene-A1S_0412	2046	1866.95	35	14.5992
gene-A1S_0413	2211	2031.95	13	4.98223
gene-A1S_0414	444	264.954	33	96.9924
gene-A1S_0415	537	357.954	1	2.17554
gene-A1S_0416	861	681.954	0	0
gene-A1S_0417	1434	1254.95	7	4.34375
gene-A1S_0418	648	468.954	0	0
gene-A1S_0419	510	330.954	6	14.1182
gene-A1S_0420	1080	900.954	20	17.2871
gene-A1S_0421	222	50.8313	14	214.482
gene-A1S_0422	771	591.954	2	2.63109
gene-A1S_0423	618	438.954	1	1.77409
gene-A1S_0424	906	726.954	5	5.35621
gene-A1S_0425	1035	855.954	0	0
gene-A1S_0426	1242	1062.95	5	3.66311
gene-A1S_0427	1119	939.954	16	13.2559
gene-A1S_0428	981	801.954	7	6.7974
gene-A1S_0429	1128	948.954	13	10.6682
gene-A1S_0430	996	816.954	1	0.953228
gene-A1S_0431	843	663.954	2	2.34578
gene-A1S_0432	585	405.954	2	3.83661
gene-A1S_0433	1704	1524.95	1	0.510667
gene-A1S_0434	246	70.905	2	21.9658
gene-A1S_0435	231	57.9591	0	0
gene-A1S_0436	756	576.954	0	0
gene-A1S_0437	312	133.109	0	0
gene-A1S_0438	348	168.991	7	32.2573
gene-A1S_0439	2367	2187.95	12	4.27108
gene-A1S_0440	660	480.954	0	0
gene-A1S_0441	417	237.954	8	26.1813
gene-A1S_0442	1980	1800.95	1	0.432406
gene-A1S_0443	261	84.2983	0	0
gene-A1S_0444	357	177.991	6	26.2511
gene-A1S_0445	279	101.184	64	492.562
gene-A1S_0446	1515	1335.95	8	4.6633
gene-A1S_0447	156	12.156	1	64.0624
gene-A1S_0448	237	63.0467	50	617.592
gene-A1S_0449	1230	1050.95	24	17.7837
gene-A1S_0450	516	336.954	1	2.31113
gene-A1S_0451	708	528.954	6	8.8334
gene-A1S_0452	510	330.954	2	4.70605
gene-A1S_0453	552	372.954	4	8.35217
gene-A1S_0454	369	189.991	3	12.2965
gene-A1S_0455	363	183.991	3	12.6975
gene-A1S_0456	873	693.954	0	0
gene-A1S_0457	471	291.954	1	2.66735
gene-A1S_0458	744	564.954	1	1.37842
gene-A1S_0459	258	81.6702	0	0
gene-A1S_0460	747	567.954	3	4.11342
gene-A1S_0461	741	561.954	2	2.77156
gene-A1S_0462	2052	1872.95	1	0.415784
gene-A1S_0463	2100	1920.95	3	1.21618
gene-A1S_0464	711	531.954	0	0
gene-A1S_0465	438	258.954	0	0
gene-A1S_0466	219	48.4502	0	0
gene-A1S_0467	741	561.954	3	4.15733
gene-A1S_0468	525	345.954	0	0
gene-A1S_0469	543	363.954	15	32.0951
gene-A1S_0470	501	321.954	14	33.8632
gene-A1S_0471	1056	876.954	6	5.32806
gene-A1S_0472	1662	1482.95	42	22.0555
gene-A1S_0473	624	444.954	1	1.75017
gene-A1S_0474	2211	2031.95	11	4.21574
gene-A1S_0475	1071	891.954	14	12.2231
gene-A1S_0476	468	288.954	3	8.08513
gene-A1S_0477	1095	915.954	25	21.255
gene-A1S_0478	582	402.954	2	3.86517
gene-A1S_0479	180	21.5063	0	0
gene-A1S_0480	1431	1251.95	33	20.5267
gene-A1S_0481	2082	1902.95	12	4.91075
gene-A1S_0482	1263	1083.95	10	7.18429
gene-A1S_0483	1692	1512.95	17	8.75019
gene-A1S_0484	576	396.954	2	3.9236
gene-A1S_0485	1278	1098.95	2	1.41725
gene-A1S_0486	387	207.954	1	3.74479
gene-A1S_0489	1098	918.954	21	17.7959
gene-A1S_0490	1179	999.954	3	2.33634
gene-A1S_0491	771	591.954	1	1.31555
gene-A1S_0492	933	753.954	2	2.06576
gene-A1S_0493	2118	1938.95	12	4.81957
gene-A1S_0494	609	429.954	4	7.2449
gene-A1S_0495	474	294.954	1	2.64022
gene-A1S_0496	408	228.954	1	3.40131
gene-A1S_0497	213	43.6867	5	89.1282
gene-A1S_0498	318	139.032	7	39.2082
gene-A1S_0499	1131	951.954	35	28.6317
gene-A1S_0500	579	399.954	2	3.89417
gene-A1S_0501	645	465.954	5	8.35644
gene-A1S_0502	1023	843.954	12	11.0728
gene-A1S_0503	1200	1020.95	4	3.05104
gene-A1S_0504	633	453.954	3	5.1464
gene-A1S_0505	1014	834.954	13	12.1248
gene-A1S_0506	1200	1020.95	5	3.8138
gene-A1S_0507	537	357.954	1	2.17554
gene-A1S_0508	588	408.954	0	0
gene-A1S_0509	129	18.2078	0	0
gene-A1S_0510	207	39.0317	0	0
gene-A1S_0511	516	336.954	0	0
gene-A1S_0512	1533	1353.95	2	1.15033
gene-A1S_0513	525	345.954	0	0
gene-A1S_0514	864	684.954	0	0
gene-A1S_0515	1365	1185.95	0	0
gene-A1S_0517	381	201.954	0	0
gene-A1S_0516	381	201.954	0	0
gene-A1S_0518	585	405.954	1	1.9183
gene-A1S_0519	2139	1959.95	0	0
gene-A1S_0520	1137	957.954	0	0
gene-A1S_0521	483	303.954	0	0
gene-A1S_0522	1035	855.954	0	0
gene-A1S_0523	384	204.954	0	0
gene-A1S_0524	555	375.954	5	10.3569
gene-A1S_0525	1122	942.954	1	0.825855
gene-A1S_0526	435	255.954	1	3.04251
gene-A1S_0527	495	315.954	0	0
gene-A1S_0528	459	279.954	39	108.486
gene-A1S_0529	258	81.6702	4	38.1409
gene-A1S_0530	282	104.002	5	37.4389
gene-A1S_0531	768	588.954	0	0
gene-A1S_0532	567	387.954	1	2.00731
gene-A1S_0533	672	492.954	17	26.8557
gene-A1S_0534	804	624.954	5	6.23041
gene-A1S_0535	1407	1227.95	2	1.26836
gene-A1S_0536	1839	1659.95	0	0
gene-A1S_0537	249	73.5629	0	0
gene-A1S_0538	867	687.954	0	0
gene-A1S_0539	990	810.954	0	0
gene-A1S_0540	525	345.954	5	11.255
gene-A1S_0541	717	537.954	6	8.68561
gene-A1S_0542	1473	1293.95	7	4.21283
gene-A1S_0543	1557	1377.95	9	5.0863
gene-A1S_0544	435	255.954	6	18.2551
gene-A1S_0545	789	609.954	8	10.2138
gene-A1S_0546	1974	1794.95	0	0
gene-A1S_0547	393	213.954	0	0
gene-A1S_0548	540	360.954	0	0
gene-A1S_0549	810	630.954	2	2.46846
gene-A1S_0550	2682	2502.95	11	3.42243
gene-A1S_0551	1470	1290.95	0	0
gene-A1S_0552	798	618.954	0	0
gene-A1S_0553	828	648.954	1	1.2
gene-A1S_0554	1506	1326.95	7	4.10806
gene-A1S_0555	477	297.954	1	2.61364
gene-A1S_0556	828	648.954	0	0
gene-A1S_0557	747	567.954	0	0
gene-A1S_0558	2487	2307.95	70	23.6192
gene-A1S_0559	663	483.954	0	0
gene-A1S_0560	786	606.954	1	1.28304
gene-A1S_0561	474	294.954	1	2.64022
gene-A1S_0562	957	777.954	2	2.00203
gene-A1S_0563	978	798.954	5	4.87352
gene-A1S_0564	408	228.954	5	17.0065
gene-A1S_0565	927	747.954	0	0
gene-A1S_0566	858	678.954	6	6.88185
gene-A1S_0567	225	53.1461	1	14.6529
gene-A1S_0568	1338	1158.95	6	4.03162
gene-A1S_0569	738	558.954	3	4.17965
gene-A1S_0570	402	222.954	97	338.806
gene-A1S_0571	597	417.954	1	1.86323
gene-A1S_0572	867	687.954	2	2.26394
gene-A1S_0573	714	534.954	6	8.73432
gene-A1S_0574	2721	2541.95	2	0.612713
gene-A1S_0575	741	561.954	2	2.77156
gene-A1S_0576	684	504.954	0	0
gene-A1S_0579	2073	1893.95	16	6.57878
gene-A1S_0580	534	354.954	0	0
gene-A1S_0581	738	558.954	0	0
gene-A1S_0582	363	183.991	1	4.23251
gene-A1S_0583	1332	1152.95	9	6.0789
gene-A1S_0584	354	174.991	0	0
gene-A1S_0585	399	219.954	1	3.54048
gene-A1S_0586	219	48.4502	0	0
gene-A1S_0587	762	582.954	5	6.67929
gene-A1S_0588	852	672.954	1	1.1572
gene-A1S_0589	270	92.6039	0	0
gene-A1S_0590	444	264.954	4	11.7567
gene-A1S_0591	1389	1209.95	2	1.28723
gene-A1S_0592	1650	1470.95	42	22.2354
gene-A1S_0593	270	92.6039	24	201.826
gene-A1S_0594	558	378.954	2	4.10996
gene-A1S_0595	306	127.169	0	0
gene-A1S_0596	1011	831.954	2	1.87208
gene-A1S_0597	360	180.991	59	253.857
gene-A1S_0598	318	139.032	1	5.60117
gene-A1S_0599	402	222.954	0	0
gene-A1S_0600	570	390.954	1	1.99191
gene-A1S_0601	843	663.954	0	0
gene-A1S_0602	2304	2124.95	26	9.52836
gene-A1S_0603	273	95.4615	18	146.838
gene-A1S_0606	327	148.006	30	157.848
gene-A1S_0607	1476	1296.95	8	4.80352
gene-A1S_0608	675	495.954	9	14.1317
gene-A1S_0609	1284	1104.95	1	0.704775
gene-A1S_0610	783	603.954	2	2.57882
gene-A1S_0611	495	315.954	2	4.92947
gene-A1S_0612	2640	2460.95	6	1.89864
gene-A1S_0613	2592	2412.95	8	2.58188
gene-A1S_0614	681	501.954	0	0
gene-A1S_0615	717	537.954	5	7.23801
gene-A1S_0616	1203	1023.95	6	4.56316
gene-A1S_0617	318	139.032	2	11.2023
gene-A1S_0618	303	124.228	0	0
gene-A1S_0619	765	585.954	6	7.97411
gene-A1S_0620	522	342.954	9	20.4362
gene-A1S_0621	798	618.954	4	5.03264
gene-A1S_0622	627	447.954	2	3.47689
gene-A1S_0623	2013	1833.95	3	1.27388
gene-A1S_0624	636	456.954	0	0
gene-A1S_0625	438	258.954	1	3.00727
gene-A1S_0626	642	462.954	0	0
gene-A1S_0627	1245	1065.95	0	0
gene-A1S_0628	1017	837.954	4	3.71736
gene-A1S_0629	4380	4200.95	3	0.556119
gene-A1S_0630	990	810.954	0	0
gene-A1S_0631	897	717.954	3	3.25401
gene-A1S_0632	3462	3282.95	3	0.711625
gene-A1S_0633	2553	2373.95	18	5.90466
gene-A1S_0634	1878	1698.95	3	1.3751
gene-A1S_0635	1254	1074.95	0	0
gene-A1S_0636	504	324.954	1	2.39647
gene-A1S_0637	1128	948.954	1	0.820634
gene-A1S_0638	870	690.954	0	0
gene-A1S_0639	759	579.954	6	8.05661
gene-A1S_0640	762	582.954	1	1.33586
gene-A1S_0641	1095	915.954	0	0
gene-A1S_0642	987	807.954	0	0
gene-A1S_0643	1035	855.954	0	0
gene-A1S_0644	585	405.954	0	0
gene-A1S_0645	1011	831.954	3	2.80812
gene-A1S_0646	3132	2952.95	2	0.527434
gene-A1S_0647	1461	1281.95	0	0
gene-A1S_0648	462	282.954	0	0
